ABET	i-ABET; 
enterprise	ibhizinisi; 
enterprises	amabhizinisi; 
enters	faka; 
entertainment	ukuzijabulisa; 
entire	ngokuphelele; 
entirely	ngokuphelele; 
entities	ubunye; 
entitled	 etha; vumela;  nika ilungelo;  biza; 
entity	ubunye; 
entrance	ukungena;  umnyango;  isango; 
entrepreneur	usomabhizinisi; 
entrepreneurial	okwebhizinisi; 
entrepreneurs	osomabhizinisi; 
entrepreneurship	ububhizinisi; 
entries	izingeniso; 
entrusted	 phathisa; beka; 
entry	isingeniso; 
envelope	imvilophu; 
environment	indalo;  ubunjalo bendawo; 
environmental	okwemvelo;  okwendalo; 
environments	indalo;  ubunjalo bendawo; 
envisaged	 fanekisa; cabanga; 
envisages	 fanekisa; cabanga; 
epidemic	ubhubhane;  umqedazwe; 
equal	lingana; 
equality	ukulingana; 
equally	ngokulingana; 
equals	lingana; 
equipment	izinto zokusebenza; 
equipped	nika okudingekile; funela; 
equitable	 okulungile; okufanele;  okulingene; 
equity	 isinwe; ukulingana; 
equivalent	olulinganayo;  lingana; 
era	isikhathi esinomlando; 
eradicate	 qeda; khipha;  siphula; 
eradicating	 ukuqeda; ukukhipha;  ukusiphula; 
eradication	ukususa; 
error	isiphosiso; 
errors	iziphosiso; 
escape	ukweqa; 
escapes	phunyuka; ukweqa; 
especially	kakhulukazi; 
essence	 isithako; ingqikithi; 
essential	okubalulekile; 
essentially	ngempela; 
establish	misa;  -sungula; 
established	misa;  sungula; 
establishes	misa;  sungula; 
establishing	ukusungula;  ukumisa; 
establishment	 umuzi;  indlu yomsebenzi; ukumisa; 
establishments	imizi;  izindlu zomsebenzi; 
estate	 umhlaba; ifa; 
estates	 umhlaba; amafa; 
esteemed	cabanga;  thanda;  azisa; 
estimate	 linganisa; ukulinganisa;  -linganisa; 
estimated	 linganisa; ukulinganisa; 
estimates	 linganisa; ukulinganisa; 
ethical	okwenkambo elungileyo; 
ethics	 inkambo elungile; inkambo; 
ethnic	 -kohlobo lobuzwe; -kobuzwe; 
ethnicity	ubuzwe; 
ethos	imigomo yomuntu, yenhlangano, njll ; 
evaluate	-hlola; 
evaluated	hlola; 
evaluating	ukuhlola; 
evaluation	ukuhluza; 
eve	isikhathi sokuhlwa; 
even	 lingana; okulingene;  -lingana; 
evening	ubusuku;  ukuhlwa; 
event	umdlalo;  isehlo;  isehlakalo; 
events	 izehlakalo;  izehlo; imidlalo; 
eventually	ekugcineni; 
ever	 nanininini; nanini;  naphakade; 
every	 konke nje; konke; 
everybody	 wonke umuntu; abantu bonke; 
everyone	 wonke umuntu; abantu bonke; 
everything	 izinto zonke; konke; 
evidence	ubufakazi; 
evident	okubonakala;  okusobala; 
evolve	qhuma; 
evolved	qhuma; 
evolving	ukuqhuma; 
ex	ngokuphuma ku-; ngokukhipha; 
exactly	ngempela; 
examination	 ukuhlolwa; ukuhlola; 
examinations	 ukuhlolwa; ukuhlola; 
examine	 hlolisisa; ukuvivinya; 
examined	 vivinya; hlolisisa; 
example	isibonelo; 
examples	izibonelo; 
exams	izivivinyo; 
exceed	yeqa; 
exceeded	 eqa; yeqa; 
exceeding	okwedlula; 
exceeds	 eqa; yeqa; 
excelled	 dlula;  eqa;  ahlula; shiya; 
excellence	 ubuqabavu; ubuhle; 
excellent	kahle kakhulu;  okuhle kakhulu; 
except	ngaphandle; 
exception	okwehlukile; 
exceptional	okungavamile; 
excess	insada; 
excessive	okwedlulileyo;  okweqileyo; 
exchange	ukushintshana; 
exchanges	ukushintshana; 
excise	intela yokuthengiswayo nokwenziwayo; 
excitement	ukwesasa; 
exciting	okuqabulayo;  okuvusayo; 
exclude	bandlulula; vimbela; 
excluded	bandlulula; vimbela; 
excludes	bandlulula; vimbela; 
excluding	ukuvimbela;  ukubandlulula; 
exclusion	ubandlululo; 
exclusions	ubandlululo; 
exclusive	okukhethayo; 
exclusively	ngokukhethayo; 
execute	enza;  gcina;  bulala ngokomthetho; 
executed	enza;  gcina;  bulala ngokomthetho; 
executing	 ukugcina;  ukubulala ngokomthetho; ukwenza; 
execution	 ukugcina;  ukubulala ngokomthetho; ukwenza; 
executive	uphiko lweziphathimandla; 
exempt	khipha;  khulula; 
exempted	khipha;  khulula; 
exemption	ukukhipha;  ukukhulula; 
exemptions	ukukhipha;  ukukhulula; 
exercise	 ukuvocavoca; isivivinyo;  ukuvocavoca umzimba; 
exercised	 ukuvocavoca; isivivinyo;  ukuvocavoca umzimba; vocavoca umzimba; 
exercises	sebenzisa;  jwayeza; 
exercising	 ukuvocavoca; isivivinyo;  ukuvocavoca umzimba; 
exhibition	umbukiso; 
exhibitions	imibukiso; 
exile	 umdingiswa; dingisa;  ukudingiswa; 
exist	-bakhona;  phila; 
existed	ukuba khona;  phila; 
existence	ubukhona;  ukubakhona; 
existing	 ukuba khona; ukuphila; 
exists	ukuba khona;  phila; 
exit	ukuphuma;  umnyango;  isango; 
expand	andisa; 
expanded	 andisa; yandisa; 
expanding	 andisa; yandisa; 
expansion	ukwandisa; 
expect	lindela; 
expectation	 okulindele; okulindelekile; 
expectations	 okulindele; okulindelekile; 
expected	lindela; 
expedient	isu elenzelwa ukusiza; 
expenditure	 imali esebenzile; izindleko; 
expense	izindleko; 
expenses	izindleko; 
expensive	okubizayo; 
experience	thintana;  ulwazi onalo;  ukuvuthwa entweni; 
experienced	thintana;  ulwazi onalo;  ukuvuthwa entweni; 
experiences	thintana;  ulwazi onalo;  ukuvuthwa entweni; 
experiencing	 ukwazi onakho; ukuthintana;  ukuvuthwa entweni; 
expert	ingcweti; 
expertise	ikhono;  ulwazi; 
experts	izingcweti; 
expiration	ukuphefumulela phandle; 
expired	 gcina; phela; 
expiry	 ukugcwaliseka; ukuphela; 
explain	chaza; 
explained	chaza; 
explains	chaza; 
explanation	incazelo; 
explanatory	okuchasisayo; 
explicit	 okuchasisiwe; okukhanyayo; 
exploitation	ukusetshenziswa; ukuxhashazwa; 
explore	 cubungula;  -hamba amazwe; hlola;  -bhekisisa; 
explored	 cubungula;  hamba amazwe; hlola;  bhekisisa; 
explores	 cubungula;  hamba amazwe; hlola;  bhekisisa; 
exploring	 ukuhamba amazwe;  ukucubungula;  ukubhekisisa; ukuhlola; 
expo	umbukiso omkhulu wamazwe ngamazwe; 
export	-thumela ngaphandle kwezwe;  thumela kwamanye amazwe;  izimpahla ezithengiselwa amanye amazwe; 
exports	ezohwebo eziphumayo; 
expose	veza; dazulula;  dalula; 
exposed	veza; dazulula;  dalula; 
express	shono;  isitimela esikhetha iziteshi; 
expressed	shono;  isitimela esikhetha iziteshi;  zwakalisa; 
expression	 isimo sesibalo; ukuveza;  isimo sobuso; 
expressions	 izimo zesibalo; ukuveza;  izimo zobuso; 
expressly	ngokukhanyayo; 
extend	-nweba;  nweba; 
extended	nweba; 
extending	ukunweba; 
extends	nweba; 
extension	 umxhantela;  isenzokunweba; iselulo; 
extensive	iselulo sesilandiso; 
extent	 ubude; ubukhulu;  ububanzi; 
external	ngaphandle;  ingaphandle;  okwangaphandle; 
extra	ngaphezu;  -ngaphezulu;  ukweva; 
extract	 okukhishiwe; -khipha;  okucashuniwe; 
extraordinary	okungavamile; 
extreme	-dlulele; 
extremely	kakhulu;  impela;  kabi; 
eye	 imbobo yenalithi; iso;  ihlo; 
eyes	amehlo; 
face	 ingaphezulu; icala;  ingaphambili;  ubuso;  ubuso (bewashi); 
faced	 ingaphezulu; icala;  ingaphambili;  ubuso;  ubuso (bewashi); 
faces	 ingaphezulu; icala;  ingaphambili;  ubuso;  ubuso (bewashi); 
facilitate	siza;  -khomba indlela; 
facilitated	siza;  khomba indlela; 
facilitates	siza;  khomba indlela; 
facilitating	ukusiza;  ukukhomba indlela; 
facilitation	 ukulungisela;  ukwelekelela; ukusiza; 
facilities	amalungiselelo; 
facing	ukubheka;  ukubhekana na-; 
facsimile	 isifaniselo; isifanekiso; 
fact	isiqiniseko;  okuyikho; 
factor	isizathu;  ifektha;  isiphindi; 
factors	iziphindi;  okungaba nomthelela; amafektha; izizathu; 
factory	 ifekthri; imboni; 
facts	isiqiniseko;  okuyikho; 
fail	ahluleka;  phutha;  geja; silela; 
failed	ahluleka;  phutha;  geja; silela; 
failing	 ukugeja; ukwahluleka;  ukusilela;  ukuphutha; 
fails	ahluleka;  phutha;  geja; silela; 
failure	ukwehluleka; 
failures	ukwehluleka; 
fair	-nobulungiswa; 
fairly	kahle;  ngobuqotho; 
fairness	 ukulunga; ubuqotho; 
faith	ukukholwa;  ukholo; 
fall	 dilika;  consa; ehla; 
fallen	 okudilikile;  okuconsile; okwehlile; 
falling	ukwehla; 
falls	 dilika;  consa; ehla; 
families	imindeni;  uzalo; 
family	 uzalo; umndeni; 
fan	isiphephezelo; 
fans	iziphephezelo; izishayisamoya; 
far	 kudana; kude; 
farewell	ukuvalelisa; 
farm	-lima;  ipulazi; 
farmer	umlimi; 
farmers	abalimi; 
farming	ukulima; 
farms	 lima; amapulazi; 
fashion	imfashini; 
fast	zila ukudla; 
faster	zila ukudla; 
father	ubaba; 
fathers	obaba; 
fault	 ukuphazimiseka; iphutha;  -ona; 
favorite	 intandokazi; okuthandekayo; 
favorites	 izintandokazi; okuthandekayo; 
favour	umusa; 
favourable	 okuvumelanayo; okusuzanayo; 
favourite	intandokazi; 
faxed	umbiko ngesihlanzandaba; 
fear	ukwesaba; 
fears	ukwesaba; 
feasibility	okunokwenzeka; 
feature	 uphawu; ingosi; 
featured	 uphawu; ingosi; 
features	izingosi;  izimpawu; 
featuring	 uphawu; ingosi; 
federal	okwenhlangano yamazwe; 
federation	umhlangano; 
fee	imali;  inkokhelo; 
feeds	funza; 
feel	 ukuzwakala; phatha; 
fees	imali;  inkokhelo; 
fell	 gawula;  wisa; khehla; 
fellow	 umfo;  uwethu;  umfokazi; umngane; 
felt	zwile; thintile;  okulidili; phathile; 
female	 -kwesifazane; owesifazane; 
females	abesifazane;  kwesifazane; 
festival	 umgidingo;  umgubho; umgidi; 
festivals	 imigidingo;  imigubho; imigidi; 
festive	okungumkhosi; 
fever	umkhuhlane;  imfiva; 
few	idlanzana;  -ngcosana; 
fewer	ingcosana; 
field	 idlelo; insimu; 
fields	amasimu;  amadlelo; 
fifth	okwesihlanu; 
fifty	amashumi amahlanu; 
fight	ukulwa; 
fighter	olwayo;  isilwi; 
fighters	izilwi;  abalwayo; 
fighting	ukulwa; 
figure	 idijithi;  isifengqo; umdwebo; 
figures	amadijithi; imidwebo;  izifengqo; 
file	 ifeyili; ifayili;  isigudlo; 
filed	 ifeyili; ifayili;  isigudlo; gudla; 
files	 gudla; amafeyili;  izigudlo; amafayili; 
filing	 ukugudla;  ifeyili; ifayili;  isigudlo; 
fill	 zalisa; gcwalisa; 
filled	 zalisa; gcwalisa; 
film	ingqayi; 
filmmakers	abenzimabhayisikobho; 
filmmaking	ukwenza amafilimu; 
films	ingqayi; ulwelwesi; 
final	umdlalo wamanqamu; 
finalisation	ukuphethwa; 
finalise	phetha; 
finalised	phetha; 
finalising	ukuphetha; 
finally	ekugcineni; 
finance	izimali;  ezezimali;  -xhasa ngemali; 
financed	 xhasa ngemali; izimali;  ezezimali; 
finances	 xhasa ngemali; izimali;  ezezimali; 
financial	ezezimali; 
financially	ngokwemali; 
financing	ezezimali;  ukuxhasa ngezimali;  ukuxhasa ngemali; 
find	thola; 
finding	 isingqumo; okutholakele; 
findings	izinqumo;  okutholakele; 
finds	thola; 
fine	inhlawulo;  isigcino;  licwathile; 
fines	izinhlawulo; 
finest	 isigcino;  okucolisekile; izinhlawulo;  okucwathile; hlawulisa; 
fingerprints	umnyatheliso weminwe; 
fire	umlilo; 
firearm	isibhamu; 
firearms	izibhamu; 
firmly	ngokuthi ngxi; 
first	kuqala; 
firstly	okokuqala; 
fiscal	imali kahulumeni; 
fish	inhlanzi; 
fisheries	ukusetshenzwa kwezinhlanzi; 
fishery	ukusetshenzwa kwezinhlanzi; 
fishing	ukudoba; 
fitting	fanela;  lingana; linganisa; 
five	isihlanu; 
five-year	iminyaka eyisihlanu; 
fixed	qinisa; 
flag	 iduku; ifulegi; 
flags	 amaduku; amafulegi; 
flagship	umkhumbi wendunankulu; 
flame	ilangabi; 
flexibility	ukuthamba; 
flood	 -ngenisa amanzi; izikhukhula; 
floods	izikhukhula; 
floor	 imfunda;  isitezi; iphansi; 
flora	izimila;  okumilayo; 
floral	okusambali; 
flow	-geleza; 
flower	imbali; 
flows	geleza; 
fly	impukane;  -ndiza; 
flying	ukundiza; 
focus	ukugxila;  fokhasa; 
focused	ukugxila;  fokhasa; 
focuses	ukugxila;  fokhasa; 
focusing	ukufokhasa; ukugxila; 
follow	landela; 
follow-up	ukulandelela; 
followed	landela; 
following	-landelayo; 
follows	landela; 
food	ukudla; 
foot	igxathu;  ifithi;  unyawo; 
football	ibhola; 
footsteps	 izigqi; izinyawo; 
force	 cindezela; amandla;  umfutho; 
forced	phoqa; cindezelo; 
forces	 cindezela; amandla;  umfutho; 
forebears	yeka; 
forefront	ikhanda lento; 
foreign	-kwangaphandle; 
foreigner	umuntu wezizwe; 
foreigners	izifikanamthwalo; abantu bezizwe; 
forensic	okusemthethweni; 
forest	ihlathi; 
forestry	ukutshala amahlathi;  ezamahlathi; 
forests	amahlathi; 
forever	naphakade; 
forfeited	lahlekelwa yilungelo; hlawula; 
forfeiture	ukulahlekelwa; 
forge	 isithando; shisa ukhande; 
forged	shisa ukhande; 
forget	 libala; khohlwa; 
form	 umumo;  isheduli;  -akha;  akha;  ibhentshi; indlela;  isimo; 
formal	-ngokwesimiso; 
formally	ngokugcina umthetho; 
format	isimo; 
formation	 ukuma kwabadansi; ukwakha;  ukuhleleka kwabadlali;  ukwakhiwa; 
formations	 ukuma kwabadansi; ukwakha;  ukuhleleka kwabadlali;  ukwakhiwa; 
formed	 umumo; amasheduli;  akha;  ibhentshi; indlela;  isimo; 
former	-ngaphambili; 
formerly	 ngaphambili;  mandulo; kuqala; 
forms	 umumo; izindlela; amasheduli;  akha;  ibhentshi;  izimo; 
formula	umthetho ofingqiwe;  indlela yokubala; 
formulation	ukuklanywa kwamazwi; 
forth	ngaphambili; 
forthcoming	okuzayo masinyane; 
forthwith	khona lapho;  khona manje; 
forum	isigcawu; 
forums	izigcawu; 
forward	phambili;  ngaphambili; 
forwarded	thumela; qhubekisela; 
foster	khuthaza; 
fostering	ukukhuthaza; 
fought	ukulwa; 
found	-sungula; 
foundation	isisekelo; 
foundations	izisekelo; 
founded	sungula; 
founder	umqambi; 
founding	ukusungula; 
four	 okune; kune; 
fourth	okwesine; 
frame	 ifremu; uhlaka; 
framework	uhlaka;  uphahla; 
frameworks	 izinhlaka; uphahla; 
franchise	 igunya lokuqhuba ibhizinisi; ilungelo lokuvota; 
fraternity	ubudlelwane;  inhlangano yabazalwane; 
fraud	ukukhwabanisa; 
fraudulent	okokukhwabanisa; 
free	khulula;  khumula;  hlenga; 
freed	khulula;  khumula;  hlenga; 
freedom	inkululeko;  ukuhamba ngokukhululeka; 
freedoms	inkululeko;  ukuhamba ngokukhululeka; 
freely	ngesihle; 
freight	umthwalo;  ifulaha; 
frequency	ukuphindaphinda;  isiteshi esisakaza ngomoya; 
fresh	okuluhlaza;  okusha; 
friend	umngani; 
friendly	okuphahlene;  okuzwene; 
friends	abangani; 
friendship	ubungane; 
front	ngaphambili; 
fruit	isithelo; 
fruitful	okuhlanzayo;  okuthelayo; 
fuel	izibaso; 
fuels	izibaso; izibasamlilo; 
fulfil	 gcina; gcwalisa; 
fulfill	 gcina; gcwalisa; 
fulfilling	ukugcina;  ukugcwalisa; 
full-time	sonke isikhathi esejwayelekile sokusebenza; 
fully	ngokupheleleyo; 
function	 inguquko encikile;  -sebenza;  umsebenzi; sebenza; 
functional	okuhloselwe ukusebenza; 
functionality	izinga lokusebenziseka; 
functioning	inguquko encikile; umsebenzi wento ethile; insizakusebenza;  ukusebenza;  umsebenzi; 
functions	izinsizakusebenza;  izinguquko ezincikile; imisebenzi;  sebenza; imisebenzi yento ethile; 
fund	isikhwama; 
fundamental	isisekelo; 
fundamentally	ngokwesisekelo; 
funded	isikhwama; 
funding	isikhwama; 
funds	imali ebekelwe umsebenzi othile; 
funeral	umngcwabo; 
furnish	 faka izimpahla zasendlini; nika;  pha; 
furnished	 faka izimpahla zasendlini; nika;  pha; 
furniture	 impahla yendlu; impahla yasendlini; 
further	qhubekisela phambili; phambili; 
furthermore	 phezu kwalokho; futhi; 
future	ikusasa;  okuzokwenzeka;  okuyokwenzeka; 
gain	 zuza; inzuzo; 
gained	 zuza; inzuzo; 
gains	 zuza; inzuzo; 
gala	umkhosi wobuqheleqhele; 
galleries	izindawo zokuhlala umphakathi ephalamende;  izakhiwo zokubukisa ngobuciko; 
gallery	isakhiwo sokubukisa ngobuciko;  indawo yokuhlala umphakathi ephalamende; 
gamble	ukugembula; 
gambling	ukugembula; 
game	 izinyamazane;  umdlalo; imidlalo; 
games	 imidlalo yokuphindaphinda; imidlalo yokuhlanganisa;  imidlalo yokuphindaphinda nokwahlukanisa; 
gap	isikhala; 
gaps	izikhala; 
garden	isivande; 
gardens	izivande; 
garnishee	umuntu ohlotshisiwe; 
gas	igesi; 
gateway	isango; 
gather	-buthana; 
gathered	buthana; 
gathering	ukuhlanganisa;  ukubutha;  ukubuthana; 
gave	phile; nikile; 
gear	igiya; 
geared	igiya; 
gender	ubulili; 
gender-based	okwesekelwe ebulilini; 
general	 ujenene; ujenereli; 
generally	ngokwejwayelekile; 
generated	phehla; 
generating	ukuphehla; 
generation	 isizukulwane; izizukulwane;  ukuphehla; 
generations	izizukulwane;  ukuphehla; 
genre	umunxa; 
genres	iminxa; 
gentlemen	amadoda anesithunzi;  abanumzane; 
geographic	okwezomumo wamazwe; 
geography	 umumo womhlaba; ezezwe; 
get	thola;  zuza; 
gets	thola;  zuza; 
getting	ukuthola;  ukuzuza; 
giant	 umdondoshiya;  isidlakathi; isiqhwaga; 
gift	isipho;  isiphiwo; 
girl	intombazane; 
girls	amantombazane; 
give	 amukelisa; nika;  pha; 
given	-nikwe; 
gives	 amukelisa; nika;  pha; 
giving	 ukupha;  ukwamukelisa; ukunika; 
glad	 enamile; ethabile;  thokozile; jabulile; 
glass	ingilazi; 
global	okomhlaba jikelele; 
globalisation	ukuthintana nomhlaba wonke; 
globally	emhlabeni jikelele; 
globe	 imbulunga; umhlaba; 
glory	udumo; 
go	ya;  hamba; 
goal	inhloso;  igoli;  injongo; 
goals	 izinjongo; izinhloso;  amagoli; 
goes	ya;  hamba; 
going	ukuya;  ukuhamba; 
gold	igolide; 
golden	okwegolide; 
gone	hambile; yile; 
good	 ubuhle;  ukulunga;  okuhle; okufanele; 
goods	 imikhiqizo; izimpahla; 
google	i-google; 
gore	 hlaba;  amahlule; igazi; bovula;  bhodla;  ingazi; 
gospel	umculo wokholo; 
got	tholile; zuzile; 
govern	ukubusa;  busa;  -busa; 
governance	amandla okubusa; 
governed	busa; 
governing	ukuphatha;  ukubusa; 
government	uhulumeni; 
government's	okombuso; 
governments	ohulumeni; 
governor	umbusi; 
governors	ababusi; 
grace	umusa; 
grade	 hlela ngesimo; isigaba;  hlunga;  ibanga; 
grades	 hlela ngesimo;  izigaba;  hlunga; amabanga; 
grading	 ukuhlela ngezigaba;  ukuhlela ngamabanga; ukuhlunga;  ukuhlela ngesimo; 
gradually	ngokuya ngokuya; 
graduate	 -thola iziqu; isifundiswa esineziqu zasenyuvesi; 
graduates	 izifundiswa esineziqu zasenyuvesi; thola iziqu; 
grand	okuhle kakhulu; okobukhosi; 
grant	isabelo;  imali yesibonelelo; 
granted	isabelo;  imali yesibonelelo; 
granting	ukwabela;  ukunika isibonelelo; 
grants	izabelo;  imali yesibonelelo; 
graphic	 okuqhamile; okokubhala; 
grass	utshani; 
grassroots	abantu emazingeni aphansi; okwezinga eliyisisekelo; 
grateful	obongayo;  othokozayo; 
gratitude	ukubonga;  umbongo; 
grave	ithuna; 
graves	amathuna; 
great	 okuphakemeyo;  okudumile; okukhulu; 
greater	okukhulu kuna-; 
greatest	okukhulu kunakho konke; 
greatly	kakhulu; 
green	-luhlaza; 
greenhouse	indlu yokukhulisa izitshalo; 
greetings	ukubingelela; 
grew	 milisa;  mila; khula; 
grind	-gaya;  gaya; 
gross	igrosi; 
ground	gaya; 
ground-breaking	okuqanjwe kabusha; 
grounds	izindawo eziphansi; 
group	 hlela ngamaqoqo; iqoqo; 
groups	 hlela ngamaqoqo; iqoqo; 
grow	 milisa; -khula;  mila; 
growing	ukukhula;  ukumilisa;  ukumila; 
grown	 milisa;  mila; khula; 
growth	ukukhula; 
guarantee	isiqinisekiso; 
guaranteed	isiqinisekiso; 
guarantees	iziqinisekiso; 
guard	ugqayinyanga; 
guardian	umondli; 
guest	isivakashi;  isihambeli; 
guests	 izihambeli; izivakashi; 
guidance	ukuhola; 
guide	 inkombandlela;  luleka;  hola; umkhaphi; 
guided	inkombandlela;  luleka;  hola;  abakhaphi; 
guideline	umgomo; 
guidelines	imigomo; 
guides	hola;  luleka;  abakhaphi; izinkombandlela; 
guiding	 inkombandlela;  ukweluleka; ukuhola;  abakhaphi; 
guilt	isazelo; 
guilty	ukulahlwa yicala; 
gun	isibhamu; 
ha	ihektha; 
had	 bekuna-; kwakuna-; 
hail	 isiqhotho; isichotho; 
hailed	 isiqhotho; isichotho; 
hails	 isiqhotho; isichotho; 
half	 ingxenye; uhhafu; 
hall	ihholo; 
hand	 uthi lwewashi; isandla; 
handed	 uthi lwewashi; isandla; 
handle	 isibambo;  phatha; thinta;  inkintsho; 
handled	 phatha; thinta; 
handling	ukuphatha;  ukuthinta; 
handover	nika; fumbathisa; 
hands	izandla;  izinti zewashi; 
happen	enzeka; vela;  ehlela;  velela; 
happened	enzeka; vela;  ehlela;  velela; 
happening	 ukwehlela;  ukuvelela;  ukuvela; ukwenzeka; 
happens	enzeka; vela;  ehlela;  velela; 
harassment	ukuhlukunyezwa; 
hard	okuqinile;  okunzima;  okulukhuni;  okunqala;  okuqatha; 
hare	umvundla; 
harm	icala;  ingozi;  ukulimala;  isenzakaliso; 
