APRIL	MMESA; 
safety	 boiphemelo; boipaballo; 
said	o itse; 
salaries	 mekgolo; meputso; 
salary	moputso;  mokgolo; 
sale	thekiso; 
sales	dithekiso; 
same	tshwanang; 
sample	 sesupo; sampole; 
samples	 sesupo; disampole;  sampole; 
sampling	 sesupo; sampole; 
sanctions	dikotloqobello; 
sanitation	tshireletso ya setjhaba mafung; 
sap	lero; 
saps	 maro; lero; 
satellite	 sepotapoti; sathalaete; 
satisfaction	kgotsofatso; 
satisfactory	kgotsofatsang; 
satisfied	kgotsofatsa; 
satisfies	kgotsofatsa; 
satisfy	kgotsofatsa; 
save	 -boloka; thiba; 
saving	bolokang;  -boloka;  thiba; 
saw	sakga; 
say	e re; 
saying	e reng; 
says	o re;  e re; 
scale	lekgapetla;  lekgekge;  lekgakgapa;  sekala; 
scarce	qabileng; 
scene	 pono; sebaka;  tema; 
scenes	sebaka;  dibaka;  ditema;  dipono; 
schedule	shejule; 
scheduled	shejule; 
schedules	dishejulo; shejule; 
scheduling	shejule; 
scheme	 ho rera;  moralo wa mosebetsi; tlhohlomiso; 
schemes	 ho rera;  moralo wa mosebetsi; tlhohlomiso; 
scholar	moithuti; 
scholars	baithuti; 
scholarship	thuso ya tjhelete; 
school	sekolo; 
schooling	ho kena sekolo; 
schools	dikolo; 
science	saense; 
sciences	 disaense; saense; 
scientific	-saense; 
scope	bonamo; 
score	dintlha;  hlaba;  ho tshwaya;  sekoro;  pinanangolwa;  ngwapa; 
scorecard	karete ya sephetho; 
scoring	dintlha;  hlaba;  ho tshwaya;  sekoro;  pinanangolwa; nthapapading;  ngwapa; 
scourge	masisapelo; 
screen	 -hlahloba;  fesetere; tshireletso; 
screening	tlhahlobo; 
script	 sebalwa; mohatiso; 
scrutinise	hlokomedisisa; 
scrutinize	hlokomedisisa; 
scrutiny	tekolo;  tjhebisiso; tadimiso;  tlhahlobo; 
sculpture	ho betla; 
sea	lewatlana; 
seal	kwahela; 
sealed	kwahela; sili;  kwahetse; 
search	fuputsa;  batlisisa; 
searched	fupuditse; batlisitse; 
season	sehla; 
seasons	sehla; 
seat	 boreneng; setulo; 
seats	 boreneng;  setulo; ditulo; 
second	tlatsa;  motsotswana;  bobeding; 
secondary	phahameng; 
secondly	ya bobedi; 
secretariat	sekrethariate; 
secretary	 ralefapha; mongodi; 
secretary-general	mongodi-kakaretso; 
section	 karolo ya mosebetsi; karolo; 
sectional	ya karolo; 
sections	karolo;  dikarolo;  dikarolo tsa mosebetsi; 
secure	sireletsa;  bolokehileng; 
secured	sireletsa;  bolokehileng; 
securing	 sireletsang; sireletsa;  bolokehileng; 
securities	 tshireletseho; polokeho;  ditshireletso; 
security	 tshireletseho; polokeho; 
see	bona; 
seeing	bonang; 
seek	batla; 
seeking	batlang; 
seeks	batla; 
seem	bonahala; 
seems	bonahala; 
seen	bone; 
segment	 sekmente; karolwana; 
seizure	kemiso; 
select	kgetha; 
selected	kgethile; 
selection	hlopho; 
self	wena ka bowena; 
self-sufficiency	bowena; 
selfless	ho hloka bowena; 
sell	rekisa; 
selling	rekisa; 
seminar	 seminara; thupello; 
seminars	dithupello;  diseminara; 
send	romela; 
sending	romelang; 
sends	romela; 
senior	e moholo; 
sense	kutlo; 
sensitive	pelohlomohi;  -utlwelang; 
sent	rometse; 
sentence	polelo;  kahlolo;  ahlola;  kotlo; 
sentenced	polelo;  kahlolo;  ahlola;  kotlo; 
sentences	 dikotlo;  polelo;  kahlolo; dipolelo;  dikahlolo;  ahlola;  kotlo; 
sentencing	polelo;  kahlolo;  ahlola;  kotlo; 
separate	 arohanya;  arohane; arola;  arohaneng; 
separated	 arohanya;  arohane; arola;  arohaneng; 
separately	ka ho kgetha; 
separation	kgethollo; 
sequestration	kgapo; 
series	tlhahlamano;  kgokahanyo ya motlakase ka tlhahlamano; 
serious	thohothelo; kotsi;  hlokofetse;  hlokolotsi;  ; 
seriously	ka ho hlokofala;  ka hloko; ka bohlokolotsi; 
serve	 fepa;  -romela;  tsholang; thusa; 
served	 fepile;  rometse;  -romela;  tsholang; thusa; 
serves	 fepa;  -romela; romela;  thusang;  tsholang; 
serving	 fepa;  -romela;  tsholang; thusa; 
set	teka;  sete;  tjheha; 
sets	teka;  sete;  tjheha; 
setting	dikenkeboroto; 
settle	aha;  ahela; 
settled	 lefile;  lokisitse;  rarolotse; hlophisitse; 
settlements	bothibello; bodulo; 
settler	mojaki; 
settlers	bajaki; 
seven	supa; 
several	mmalwa; 
severe	 e matla; ho mpefala; 
sew	 -roka; roka; 
sewing	 moroko;  -roka; roka; 
sex	bong; 
sexual	 ya bong; -ya thobalano; 
sexually	 ka thobalano; ka motabo; 
shall	o tla; 
shape	sebopeho;  bopa; 
shaped	file sebopeho;  fetotse sebopeho; fetotse tjhebahalo; 
shapes	dibopeho;  bopa; 
shaping	popo; 
share	 seabo; karolo;  adimana;  aba; 
shared	 seabo; karolo;  adimana;  aba; 
shareholding	ho ba le seabo; 
shares	dikarolo;  adimana;  diabo;  aba; 
sharing	 seabo; karolo;  adimana;  aba; 
sharks	dishaka; 
sharp	motsu;  sefapano; 
she	yena; 
shed	sola;  sekiri;  mokgorwana; 
shedding	sola;  sekiri;  mokgorwana; 
sheet	 lakane; leqephe;  lekapa; 
sheets	 makapa; maqephe;  dilakane; 
shelter	setshirelo; 
sheriff	mophethahatsi wa tsa lekgotla; 
sheriffs	baphethahatsi ba tsa lekgotla;  mophethahatsi wa tsa lekgotla; 
shifted	thifi; 
shifting	thifi; 
shifts	 thifi; ditjhafo; 
ship	sekepe; 
shipping	diketswaneng; 
ships	sekepe;  diketswana; 
shock	letswalo;  letshoho; 
shocked	letswalo;  letshoho; 
shocks	letswalo;  letshoho; 
shop	lebenkele; 
shopping	theko mabenkeleng; 
shops	mabenkele; 
shore	lebopo; 
shores	mabopo; 
short	kgutshwane; 
shorter	kgutshwane; 
shortly	haufinyana; 
shot	letolo; 
should	o lokela; 
shoulders	mahetla; 
show	bontsha; 
showcase	 senola; bontsha; 
showcasing	pontsho;  tshenolo; 
showed	 bontshitse; bontsha; 
showing	bontshang; 
shown	bontsha; 
shows	bontsha; 
side	letswapo; 
sign	 tshupo;  saena; letshwao; 
signal	 leqhubu; tlhokomediso;  hlokomedisa;  ho bontsha; 
signals	 maqhubu;  leqhubu; tlhokomediso;  hlokomedisa;  ho bontsha; temosi; 
signature	tshaeno; 
signed	 tshupo;  saena; letshwao; 
significance	bohlokwa; 
significant	ya bohlokwa; 
significantly	ka bohlokwa; 
signifies	bontsha; 
signing	matshwao;  tshupo;  saena; 
signs	matshwao;  tshupo;  saena; 
silver	silivera; 
similar	 tshwana; tshwanang; 
similarly	ka ho tshwana; 
simple	bonolo;  nolo; 
simply	ka bobebe; 
simultaneously	ka nako e le nngwe; 
since	esale; 
sincere	 e hlomphehang; e tshepehang; 
sincerely	ka botshepehi; 
sing	-bina; 
singer	sebini; 
singing	binang; 
single	nngwe; 
sit	dula; 
site	setsha; 
sites	ditsha; 
sitting	kopano; 
sittings	dikopano; 
situated	ho bea; beile; 
situation	 bodulo; maemo; 
situations	 madulo; maemo; 
six	tshelela; 
sixth	karolo ya botshelela; 
size	 saese; boholo; 
skill	 boitsebelo;  botsebi; bokgoni; 
skilled	nang le boitsebelo; 
skills	 boitsebelo;  botsebi; bokgoni; 
slave	lekgoba; 
slavery	bokgoba; 
slaves	makgoba; 
slightly	hanyenyane; 
slip	tjhophoha;  -thella; 
small	nyenyane; 
small-scale	hanyenyane;  tekanyetso e nyenyane; 
smaller	nyenyane; 
so	ka tsela e jwalo; 
so-called	 e tsejwang e le; e bitswang;  eo ba reng ke; 
soccer	sokha;  bolo ya maoto; 
social	ya setjhaba; 
socially	ka setjhaba; 
societal	ya setjhaba; 
societies	 phedisano;  ditjhaba;  diphedisano; mekgatlo; 
society	 phedisano;  mokgatlo; setjhaba; 
socioeconomic	ya moruo wa setjhaba; 
soil	mobu; 
solar	-letsatsi; 
sold	rekisa; 
soldiers	masole; 
sole	bohato; 
solely	ka ho qolleha; 
solid	 sesahlaphoheng; e thata;  bokaqa;  sekaqa; 
solution	tharollo;  motswako;  mokedikedi; 
solutions	ditharollo; qhibidihi;  metswako;  mekedikedi; 
some	ba bang; 
someone	e mong; 
something	e nngwe; 
sometimes	ka nako e nngwe; 
somewhat	ekaba; 
son	mora; 
song	pina; 
songs	dipina; 
soon	 haufinyana; kapele;  ka potlako; 
sophisticated	e maranrang; e rarahaneng;  e tswakaneng; 
sort	kgetha; 
sought	fumane; 
soul	moya; 
souls	moya; 
sound	 phetseng; modumo; 
sounds	phetseng;  medumo; 
sources	mehlodi; 
sourcing	mohlodi; 
south	 ya borwa; borwa; 
southern	ya Borwa; 
space	sebaka;  sepakapaka; 
spaces	sebakana; 
spatial	ya sebaka; 
speak	bua; 
speaker	sepikara; 
speakers	dipikara; 
speaking	bua; 
speaks	bua; 
spear	lerumo; 
special	 kgethehileng; itseng;  -ikgethang; 
specialised	e ikgethileng; 
specialist	setsebi; 
specially	ka ho qolleha; 
species	leloko; 
specific	toboketsang; 
specifically	 ka ho qolleha; ka ho ikgetha; 
specification	pehelo; 
specifications	pehelo; 
specified	totobatsa; 
specify	totobatsa; 
specimen	 sesupiso; tshupiso; 
specimens	ditshupiso; 
spectacular	 kgabane; babatsehang; 
spectrum	ponahalo yohle; 
speech	puo;  polelo; 
speeches	 polelo; dipuo; 
speed	lebelo;  sekaja; 
speedy	kapele;  ka potlako; 
spend	sebedisa; 
spending	sebedisa; 
spent	 rekile ka; senyehetswe; 
sphere	 kgidikwe; bolo; 
spheres	kgidikwe;  dibolo; 
spirit	moya; 
spiritual	 -moya; moya;  semoya; 
split	 petsola; arola; 
spoken	bua;  buile; 
sports	dipapadi; 
spouse	molekane; 
spouses	balekane; 
spread	phatlalla;  hasanya; 
square	 matleng a bobedi;  arola ka dikwere; lebala;  sekwere; 
stabilise	tsitsisa; 
stability	botsitso; 
stable	lesaka; 
stadium	setadamo; 
stadiums	ditadiamo; 
staff	melangwana; 
stage	 kalana;  sethala; mohato; 
stages	 dikalana;  sethala; mehato; 
staging	boemo ba lefu ho ya ka mekgahlelo; 
stakeholder	moamehi;  mothahaselli; 
stakeholders	 mothahaselli; baamehi; 
stalwart	motshepuwa; 
stalwarts	batshepuwa; 
stamp	setempe; 
stance	ntlhakemo; 
stand	setshehetsi;  methati; 
standard	 kemo; sehlopha; 
standardised	ya tlwaelo; 
standardization	tlwaelo; 
standards	dihlopha; kemo; 
standing	setshehetsi;  methati; 
stands	ditshehetsi; methati; 
stanza	temana; 
star	naledi; 
stars	dinaledi; 
start	qala; 
started	qala; 
starting	qala; 
starts	qala; 
state	 boemo;  mmuso; naha; 
state-owned	ruilwe ke mmuso;  laolwa ke mmuso; 
stated	 boemo;  mmuso; naha; 
statement	 tokodiso; polelo; 
statements	hlohlomiso; 
states	 dinaha;  mebuso; boemo; 
stating	 boemo;  mmuso; naha; 
station	seteishene; 
stations	diteishene; 
statistical	ya dipalopalo; 
statistician-general	radipalopalokakaretso; 
statistics	dipalopalo;  palopalo; 
statue	seemahale; 
stature	 boemo;  seemo; maemo; 
status	 boemo;  seemo; maemo; 
statute	molao; 
statutes	molao;  melao; 
statutory	ya molao; 
steadily	butlebutle; 
steady	-tsepameng; 
steal	-utswa; 
steel	tshepe;  tshepe ya setala; 
steer	ho kganna; 
steering	ho kganna; 
step	 setepe; mehato;  mohato; 
steps	 ditepe; mehato; 
sterling	 e ipabotseng; e babatsehang;  e kgahlehang; 
still	ho kokobetsa; 
stimulate	tsosa; 
stimulating	tsosa; 
stipulate	hloma; 
stipulated	hloma; 
stock	 phahlo;  mehlape; mofuta; 
stolen	utswitse;  -utswa; 
stone	tholwana; 
stood	setshehetsi;  methati; 
storage	polokelo; 
store	boloka;  ho boloka;  polokelo; 
stored	boloka;  bolokile;  ho boloka;  polokelo; 
stories	dipale; 
storm	sefefo; 
story	pale; 
storyteller	mophetapale; 
storytellers	baphetapale; 
storytelling	ho etsa tshomo; 
strategic	ka bohlale; 
strategies	mekgwa;  mawa; 
strategy	lewa; 
stream	molatswana; 
streams	melatswana; 
street	tsela;  seterata; 
streets	tsela;  diterata; tobeketso; 
strength	matla; 
strengthen	matlafatsa; 
strengthened	matlafaditse; 
strengthening	 matlafatsang; tiisang; 
stress	 ho sithabela; ho toboketsa; 
strict	qophellang; 
strides	mekutu; 
strike	seteraeke; 
string	 senare; thapo; 
strip	 hlobodisa; sekgetjhana;  motjeketlana; 
strips	 sekgetjhana; motjeketlana;  hlobodisa; 
strive	leka; 
striving	leka; 
strong	matla; 
stronger	matla haholwanyane; 
strongly	ka matla; 
struck	 otla ka nepo; seteraeka; seteraeke; 
structural	ya sebopeho; 
structure	 sebopeho;  popeho; moralo; 
structured	 sebopeho;  popeho; radile; moralo; 
structures	 popeho;  dibopeho; moralo; 
struggle	ntwa;  -hula ka thata;  ho raharaha; 
struggles	dintwa;  -hula ka thata;  ho raharaha; 
struggling	ntwa;  -hula ka thata;  lwana;  ho raharaha; 
student	moithuti;  morutwana; 
students	baithuti;  barutwana; 
studies	boithuto; 
studios	diphaposi-kgasetso ditudiyo; 
study	boithuto; 
style	 setaele; mokgwa;  lenono la mmamodula; 
sub	nyenyane; 
sub-item	 kutwana; kutunyana; 
sub-programme	lenaneo le lenyenyane; 
sub-regulation	molawana; 
subject	 serutwa; mofo; 
subjected	 serutwa; mofo; ipea tlasa molao;  ikobetse molao; 
subjects	bafo;  ipea tlasa molao; dirutwa; 
submission	kgothaletso; 
submissions	 dikgothaletso; kgothaletso; 
submit	 dumela; romela;  inehela;  nyehela; 
submitted	 nyehetse;  inehetse;  rometse; dumetse; 
submitting	 romelang; dumelang;  nyehelang;  inehelang; 
subparagraph	seratswana; 
subpoenaed	 taelo ya lekgotla; tagafara; pitso ya kgotla; 
subscribe	ingodisa; 
subscribed	ingodisitse; 
subsection	temana; 
subsections	temana; 
subsequent	latelang; 
subsequently	hamorao; 
subsidiary	fokolang;  nyenyane; 
subsidies	 seabo; thuso;  diabo; 
subsidy	 seabo; thuso; 
subsistence	tshehetso; 
substance	 ka eng; ntho;  nthwana; 
substances	 ka eng;  nthwana; dintho; 
substantial	kgolo;  ngata; 
substantially	kgolo;  ngata; 
substitute	 kemedi;  ho emela; emela; 
substituted	mothibasekgeo;  kemedi;  ho emela; emela; 
substitutes	 emela; mothibasekgeo;  kemedi;  ho emela; baemedi; 
substituting	mothibasekgeo;  kemedi;  ho emela; emela; 
substitution	ho thiba sekgeo; 
subtropical	sekateropiki; 
succeed	-hlahlama; 
succeeded	-hlahlama; 
success	katleho; 
successes	dikatleho; 
successful	atleha; 
successfully	ka katleho; 
succession	tatelano; 
successor	mohlahlami; 
such	jwalo; 
suffer	sokola; 
suffered	sokotse; 
suffering	tshotleho; 
sufficient	-lekaneng; 
sufficiently	ka tekano; 
sugar	tswekere; 
suggest	ho hlahisa; 
suggested	hlahisitse;  ho hlahisa; 
suggestion	mohopolo;  kakanyetso; 
suggestions	mohopolo;  ditshisinyo;  kakanyetso; 
suggests	ho hlahisa; 
suitable	tshwanetseng; 
suitably	ka ho tshwaneleha; 
sum	 karabo; kopano; 
summary	kgutsufatso; 
summer	hlabula;  lehlabula; 
summit	 tlhoro; samiti; 
summits	 samiti; ditlhoro; 
summoned	bitsitse; 
summons	samane; 
sun	letsatsi; 
sung	binne; 
superior	phahametseng; 
supervisees	balebelwa; 
supervision	tlhokomelo; 
supervisory	ya tebelo;  ya bolebedi; 
supplement	tlatsetso;  setlatsetso; 
supplementary	tlatseletsang; 
supplied	dihlokwa;  fepetse;  thepa; fana;  fepela; 
supply	 thepa; fana;  fepela; 
support	 -tshehetsa;  setshehetsi;  -hlokomela; tshehetsa; 
supported	 -tshehetsa;  setshehetsi;  -hlokomela; tshehetsa; 
supporting	 -tshehetsa;  tshehetsang;  setshehetsi;  -hlokomela; tshehetsa; 
supportive	 thusang; tshehetsang; 
supports	ditshehetsi;  -tshehetsa;  -hlokomela; tshehetsa; 
supposed	loketse; 
supreme	kgolo;  phahame; 
sure	ya nnete; 
surely	ka nnete; 
surface	bokahodimo;  ho fala; 
surplus	masalla; 
surrounding	ho potoloha; 
surveillance	tekanyo; tekolo;  tlhahlobiso; 
survey	phuputso; 
surveys	dipatlisiso;  phuputso; 
survival	ho phela; 
survive	phela;  -phela; 
surviving	phela;  -phela;  phelang; 
suspect	 mmelaellwa; belaela; 
suspected	belaelletswe; belaetse; 
suspects	babelaellwa, belaela; 
suspend	emisa;  leketlisa;  -emisa; 
suspended	emisa;  leketlisa;  emisitse;  -emisa; 
suspension	dileketli;  kemiso;  tshwarello;  mokedikedi o hlokohlwang;  teketliso; 
suspensions	ditshwarello; dikemiso;  tshwarello;  dileketli;  mokedikedi o hlokohlwang;  teketliso; 
sustain	tshwarella; 
sustained	tshwarella; 
sustaining	tshwarella; 
swear	ikana;  hlapaola; 
swearing	ikana;  hlapaola; 
switch	-switjha;  switjhi; 
sworn	 hlapantse; kano;  ikanne; 
symbol	sesupo; 
symbolic	ya seemela; 
symbolically	ka seemela; 
symbolises	emela; 
symbolism	kemelo; 
symbols	ditshupo; disupo; 
symposium	dipuisano; 
symptom	 letshwao la tshwaetso; letshwao; 
symptoms	matshwao;  letshwao la tshwaetso;  letshwao; 
system	tsela;  hlohlomelo;  mokgwa; 
systematically	ka hlohlomiso; 
systemic	ya tshebetso; 
systems	tsela;  hlohlomelo;  mekgwa; 
table	 tafole;  theibole; lenane; 
tabled	 tekile tafole/entse theibole;  tafole;  theibole; lenane; 
tables	 tafole;  theibole;  ditheibole; lenane; 
tabling	ho teka; 
tackle	ho lwanela bolo; 
tags	ditheke; 
takeover	 okamela; feta; 
taking	nkang; 
tale	pale; 
talent	 talenta;  neo; talente; 
talented	-nang le talente; 
talents	dineo;  ditalente; 
tales	dipale; 
talk	bua; 
talking	buang; 
talks	bua; 
tall	lelele; 
tap	 ho kokota; pompo; 
tape	theipi; 
target	tabatabelo; 
targeted	tabatabelo; 
targeting	tabatabelo; 
targets	ditabatabelo;  tabatabelo; 
tariff	tharifi; 
tariffs	tharifi; 
task	mosebetsi; 
tasked	mosebetsi; 
tasks	mesebetsi; 
taught	ho ruta; 
tax	lekgetho; 
taxable	 e ka lefiswa lekgetho; ya lekgetho; 
taxation	lekgetho; 
taxed	lekgetho; 
taxes	 makgetho; lekgetho; 
taxi	tekesi;  tekisi; 
taxpayer	molefi wa lekgetho; 
taxpayers	balefi ba lekgetho; 
teach	ho ruta; 
teacher	mosuwe; 
teachers	mesuwe; 
teaching	thuto; 
team	sehlopha; 
teams	dihlopha; 
teaser	motloki; 
technical	-tekgeniki; 
technicians	mothekeniki; 
technique	 mokgwa botsebi;  bokgoni bo ikgethang; botsebi; 
techniques	 mokgwa botsebi;  bokgoni bo ikgethang; botsebi; 
technological	-thekenoloji; 
technologies	theknoloji; 
technology	theknoloji; 
telecommunication	dipuisano tsa dikgokahano; 
telecommunications	dikgokahano tsa mehala;  dikgokahanyo tsa mehala; 
telephone	 fonofono;  thelefounu; mohala;  ho otla mohala; 
tell	bolella; 
telling	phetelo; 
tells	 phetela; tsebisa;  bolella;  jwetsa; 
temporarily	nakwana; 
temporary	nakwana; 
ten	leshome; 
tend	o tlwaetse; 
tendered	thentare; 
tenders	dithendara; 
tension	 ho menya;  ho tiya; tsitsipano; 
tenure	nako; 
term	 lereo; nako;  kotara; 
terminate	qetella; fedisa; 
terminated	 qeteletse; fedisitse; 
termination	phediso; qetello; 
terminology	mareo; 
terms	melawana; 
terrestrial	lefatsheng; 
territorial	ya taolo ya sebaka; 
territories	 dinaha; naha;  haha; 
territory	naha;  haha; 
terrorism	boferekanyi; 
terrorist	moferekanyi; 
tertiary	thuto e phahameng; 
test	 hlahlobo;  teko; leka;  ho hlahloba;  -etsa teko; 
tested	 hlahlobo;  teko; leka;  ho hlahloba;  entse teko;  -etsa teko; 
testimony	bopaki; 
testing	 hlahlobo;  teko; leka;  ho hlahloba;  -etsa teko; 
tests	 hlahlobo;  teko;  diteko; leka;  ho hlahloba;  -etsa teko; 
text	temana;  tse ka hare; 
than	ho feta; 
thank	leboha; 
thanks	diteboho; 
that	eo; 
that's	e leng; 
the	ke; 
theater	 sethala;  theyetha; thiyetha; 
theatres	 thiyetha; theyetha; 
theft	boshodu; 
their	ya bona; 
them	bona; 
theme	pina ya mokotaba; 
themes	dipina tsa mookotaba; 
themselves	ka bobona; 
then	jwale; 
theory	tsebo; 
therapy	kalafo; 
there	moo; 
thereafter	kamora; 
thereby	e le hore; 
therefore	ka hoo; 
therein	moo; 
thereof	ya yona; 
thereon	hodima moo; 
thereto	moo; 
thereupon	hodima moo; 
therewith	ka moo; 
these	tsena; 
they	bona ba; 
thing	ntho; 
things	dintho; 
think	nahana; 
thinking	nahanang; 
third	nngwe borarong; 
thirdly	ya boraro; 
thirds	nngwe borarong; 
this	hona; 
thorough	nepisisa; 
those	bao; 
though	leha; 
thought	nahana; 
thoughts	 dikgopolo; mehopolo;  menahano; 
thousand	sekete; 
thousands	dikete; 
threat	tshoso; 
threaten	tshosa; 
threatened	tshosa;  tshositse; 
threats	ditshoso; 
three	tharo; 
three-day	letsatsi la boraro; 
three-year	dilemo tse tharo; 
threshold	bonnyane tshehetsong; 
thriving	ipabolang; 
through	kenya; 
throughout	ka hohlehohle; 
thus	ka hona; 
ticket	tekete; 
ticketing	 fana ka ditekete; tekete; 
tickets	ditekete; 
tie	 lekana; kopano; 
tiers	tatelano ka bophahamo; 
ties	 lekana; dikopano; 
till	ho fihlela; 
time	nako; 
timeframes	dinako; 
timely	ka nako; 
times	atisa; 
tirelessly	ka nako tsohle;  ka ntle ho phomolo; 
title	thaetlele; 
titled	filwe sehlooho; 
titles	dithaetlele; 
to	ho; 
tobacco	kwae; 
together	hammoho; 
toilet	 pitsana; ntlwana; 
toilets	 pitsana; ntlwana; 
told	 boleletse;  jwetsitse; tsebisitse; 
tolerance	mamello; 
tomorrow	hosane; 
tonight	bosiu bona; 
tonnage	ditone tse ka jarwang; 
tons	tone; 
too	le bona; 
tool	sesebediswa; 
toolkit	mokotlana wa disebediswana; 
tools	dithulu;  sesebediswa; disebediswa; 
top	 kgahla; hodimo; 
topic	sehlooho; 
topics	dihlooho; 
total	yohle; 
totalled	kaofela; yohle; 
touch	thetso; 
tough	matla; 
tour	bohahlaudi; 
touring	hahlaulang; 
tourism	bohahlaudi; 
tourist	motsamai;  mohahlaudi; 
tourists	bahahlaudi;  motsamai;  mohahlaudi; 
tournament	tlhodisano;  thonamente; 
tournaments	 dithonamente; ditlhodisano; 
tours	bohahlaudi;  maeto; 
toward	malebana le; 
towards	malebana le; 
town	toropo; 
towns	ditoropo; 
township	lekeishene; 
townships	makeishene; 
toy	sebapadiswa; 
trace	 sesupo; fumana;  ho latela mohlala;  batlisisa;  sehella; 
track	tsela;  mohlala;  seporo; 
trade	mosebetsi;  -hweba;  ho sebetsa;  kgwebo; 
trading	ho hweba; 
tradition	 moetlo; setso;  neanotaba; 
traditional	-moetlo;  tsa baholoholo; 
traditionally	ka setso; 
traditions	 meetlo; setso;  neanotaba; 
traffic	sephethephethe; 
trafficking	sephethephethe; 
tragedy	terama ya masisapelo; 
tragic	mahlomola; 
train	terene;  tataisa; 
trained	 tataisitse; terene; 
training	tataiso; 
transaction	kgwebo; 
transactions	 kgwebisano; kgwebo; 
transfer	 phetisetso;  suthisa; fetisetsa;  paterone e hatisetswang; 
transferred	tshutiso;  phetisetso;  suthisa; fetisetsa;  paterone e hatisetswang; 
transferring	tshutiso;  phetisetso;  suthisa; fetisetsa;  fetisetsang;  paterone e hatisetswang; 
transfers	 phetisetso;  suthisa; fetisetsa; diphetisetso;  tshutiso;  paterone e hatisetswang; 
transform	fetola; 
transformation	phetoho; 
transformed	fetotse; 
transforming	fetolang; 
transition	phetoho; 
transitional	fetohelang ho; 
translate	fetolela; 
translated	fetoletse; 
translation	phetolelo; 
translator	mofetoledi; 
translators	mofetoledi; 
transmission	tshwaetso;  phethiso ya matla a letsatsi;  phetiso; 
transmit	 ho fetisa lefu; fetisa;  hasa; 
transmitted	tshwaetsa;  tshwaeditse;  ho fetisa lefu; fetisa;  hasa;  fetisitse; 
transparency	ponaletso; 
transparent	bonaletsa;  -bonaletsang; 
transport	 sepalangwang; tsamaisa; 
transportation	thotho; 
travel	-eta; 
travelled	hahlautse; 
travelling	hahlaulang; 
treasure	letlotlo; 
treasures	matlotlo; 
treasuries	matlotlo; 
treasury	matlotlo; 
treat	tshwara;  -alafa; 
treated	tshwara;  -alafa; 
treaties	 phomosetsa; ditumellano; 
treatment	kalafo; 
treaty	 phomosetsa; tumellano; 
tree	sefate; 
trees	difate;  sefate; 
trend	ka tlwaelo; 
trends	ka tlwaelo; 
trial	 teko; nyewe; 
trials	 teko; dinyewe;  nyewe; 
tried	lekile; 
triple	menahanya hararo; 
trophy	mohope; 
truly	ka nnete; 
trust	 -tshepa; tshepa; 
trustee	mmoloko wa matlotlo; 
trustees	baboloki ba matlotlo; 
trusts	 -tshepa; tshepa; trust; 
truth	nnete; 
try	leka; 
trying	lekang; 
turfs	jwang; 
turnaround	fetoha; 
turning	ho kenya; 
turnover	fetola; 
twelve	leshome le metso e mmedi; 
twentieth	ya mashome a mabedi; 
twice	habedi; 
two	pedi; 
two-day	matsatsi a mabedi; 
two-thirds	bobedi borarong; 
type	 tlanya; mofuta; 
types	 tlanya; mefuta; 
typically	ka botebo;  e le ka nnete; 
ultimate	qetello; 
ultimately	qetellong; 
unable	ha o kgone; 
unacceptable	ha e amohelehe;  ha e amohelwe; 
unauthorised	e sa dumellwang; 
uncertainty	ho hloka tshepo;  ho hloka bonnete; 
unconstitutional	-seng molaong wa motheo; 
under	tlasa; 
underdevelopment	tswelopele e fokolang; 
undergo	nyahamisa; 
undermine	 nyedisa; nyefola;  halala; 
underpin	 matlafatsang; tiisang; 
understand	utlwisisa; 
understood	utlwisisa; 
undertake	feta; 
undertaken	 amohetse; phetahaditse; fetile; 
undertaking	boikarabelo;  mosebetsi; 
undertook	nkile; itjarisitse; 
underwater	tlasa metsi; 
underway	tlasa tsela; 
undue	e sa tshwanelang; 
unfair	e sa kgotsofatseng; 
unfortunately	ka bomadimabe; 
unhappy	hloname; 
unified	kopanya; 
uniform	 seaparo se tshwanang;  yunifomo; tshwanang; 
union	kopano;  kapano; 
unions	kopano;  dikopano; 
unique	ikgethile;  -ikgethileng; 
unit	 motso; bonngwe; 
unitary	bonngwe; 
unite	bonngwe; 
united	-kopaneng; 
units	 diyuniti; bonngwe; 
unity	kopano; 
universal	ya hohle; ya kakaretso;  ka lefatshe lohle; 
universe	lefatshe lohle; 
universities	diyunivesithi; diyunebesiti; 
university	yunivesithi; 
unknown	e sa tsejweng; 
unleash	lokolla;  ; 
unless	haese; 
unlike	ka ntle ho; 
unlikely	e ke ke ya etsahala;  ha ho bonahale e ka; 
unnecessary	e sa hlokeheng; 
unprecedented	e sa lebellwang; 
unqualified	e sa tshwaneleng; 
unreasonable	e sa kgotsofatseng; 
unregistered	e sa ngodiswang; 
unsafe	e sa bolokehang; 
until	ho fihlela; 
untold	e sa bolelwang; 
unusual	e sa tlwaelehang; 
unveil	 ho sibolla; ho pepesa; 
unveiled	pepesitse; 
unveiling	pepesang; 
up	hodimo; 
upcoming	e tlang; 
update	tsebisa;  beha leseding; 
updated	tsebisa;  behile leseding; 
updates	ditsebiso; 
upgrade	ntlafatsa; 
upgraded	ntlafatsa; 
upgrades	ntlafatsa; 
upgrading	ntlafatsa; 
uphold	tshwara; 
uploading	phetisetso; 
upon	ka nako eo; 
urban	 -toropong; toropo; 
urge	ho tjheseha; 
urged	ho tjheseha; 
urgency	bohlokwa; 
