APRIL	DZIVAMISOKO; 
factors	swiandziso;  swihlohloteri; swivumbi;  swivangi; 
factory	vumakelo; 
facts	mitiyiso; 
fail	tsandzeka;  hluleka; 
failed	tsandzekile;  hlulekile; 
failing	tsandzekaka;  hlulekaka; 
fails	tsandzeka;  hluleka; 
failures	ku tsandzeka; 
fair	kahle;  -kahle; 
fairly	hindlela ya kahle;  hindlela leyinene; 
fairness	vunene;  vukahle; 
faith	ripfumelo; 
fall	wa;  xixikana; 
fallen	wile; 
falling	rhelela; 
falls	wa;  xixikana; 
familiar	-tiveka; 
families	mindyangu; 
family	ndyangu; 
famous	-tiveka; 
fan	xiphyuphyisi;  fene; 
fans	vaseketeri; swipfurhetamoya;  vaseketeri;  valandzeri; 
far	kule; 
farewell	ku lelana; 
farm	purasi; 
farmer	murimi;  n'wapurasi; 
farmers	varimi;  van'wapurasi; 
farming	vurimi; 
farms	mapurasi; 
fashion	fexeni; 
fast	manyisa; 
faster	hatlisa; 
father	tatana; 
fathers	vatatana; 
fault	xihoxo;  sola;  xihoxo xa gezi; 
favorite	xirhandzwa; 
favorites	swirhandzwa; 
favourable	 lexi tirhekaka; lexi rhandzekaka; 
favourite	xirhandzwa; 
fax	fekisi; 
faxed	fekisile; 
fear	nchavo; 
fears	chava; 
feasibility	nkoteko; 
feature	xivumbeko;  hungu ro hlawuleka; 
featured	humelerile; vonakarisile; 
features	humelerisa;  swihlawulekisi; 
featuring	humelerisa; hlawulekisi; 
federal	federali; 
federation	ntwanano; 
fee	hakelo;  hakelelo; 
feed	phamela;  -dyisa; 
feedback	mbuyelo; 
feeds	dyisa;  mahungu; Phamela; 
feel	twa;  titwa;  twana; 
fees	timali;  tihakelo; 
fell	wile; 
fellow	makwerhu; 
felt	twile;  titwile; 
female	wansati;  xisati;  -xisati; 
females	vaxisati; 
festival	ntlangu;  nkhuvo;  ntsundzuko; 
festivals	mitlangu;  nkhuvu;  mikhuvu; 
festive	swa ntsako;  ku tlangela; 
fever	dari;  ku hisa ka miri;  muthakamelo; 
few	-tsanana;  -tsongo; 
fewer	swi nga ri swingani; 
field	madyelo;  nsimu; 
fields	swiyenge;  masimu; 
fifth	vuntlhanu; 
fifty	makume ntlhanu; 
fight	ku lwa; 
fighter	mulwi; 
fighters	valwi; 
fighting	ku lwa; 
figure	xifere;  mbulavulo wa swigafaniso;  figara; 
figures	tifigara;  tinhlanga;  vona; swifere; 
file	fayili;  feyila; 
filed	fayirile; 
files	fayili;  xaxamela; 
filing	fayila; 
fill	tata;  tatisa;  chela; 
filled	tatile; tatisile;  cherile; 
filling	nchumu lowu nghenisiwaka eximbhovanini xa tino; 
film	filimi; 
filmmaker	muendli wa tifilimi; 
filmmakers	vaendli va tifilimi; 
filmmaking	ku endla tifilimi; 
films	tifilimi; 
filter	filitara;  sefa;  sefo; 
final	ntlangu wo hetelela; 
finalisation	ku hetisisiwa; 
finalise	hetisisa; 
finalised	hetisisile; 
finalising	hetisisa;  hetisisaka; 
finally	ekuheteleleni; 
finance	mali;  hakela mali; 
financed	nyikile timali; hakelerile; 
finances	timali;  hakelela;  nyika timali; 
financial	swatimali; 
financially	hi swa timali; 
financing	 hakelela; nyika timali;  hakelela timali; 
find	kuma; 
finding	mbuyelo;  nkumo; 
findings	swikumiwa; mivuyelo; 
finds	kuma; 
fine	makumu;  xo rhetela;  ri xile;  ndziho;  rihisa;  muriho; 
fines	ndziho; 
finest	swo rhetela; leswitsongotsongo;  xa kahle;  swo vevuka;  swa kahle;  xa kahle swinene; 
fingerprints	migandlu ya tintiho; 
fire	ndzilo;  ku tshwa; 
firearm	xibamu; 
firearms	swibalesa; 
firm	xo oma;  -tiya; 
firmly	hi ku tiyisa; 
firms	tifeme; tiyelela; 
first	sungula; 
firstly	xosungula; 
fiscal	swa xibalo; 
fish	nhlampfi; 
fisheries	vuringeli; 
fishery	ndzingelo; 
fishing	njovelo; 
fit	tiyile;  fanela;  hanyile; 
fitting	fanerile;  ringanelaka;  ringanela;  fanelaka; 
five	ntlhanu; 
five-year	xa ntlhanu wa malembe; 
fixed	tiyisisiwile; 
flag	mujeko; 
flags	mijeko; 
flagship	xa nkoka swinene; 
flame	langavi; 
flexibility	vuolovi; 
flexible	xo olova ku khotseka; 
floods	tindhambi; 
floor	hansi;  xithizi;  tshaku;  filoro; 
flora	swimila;  ximila-mila; 
floral	-swiluva; 
flow	nkhuluko; 
flower	xiluva; 
flows	nkhuluko; 
fly	haha;  -haha;  nhongani;  nhongana; 
flying	haha;  hahisa; 
focus	pakanisa;  kongomisa;  -pakanisa?; 
focused	kongomile; pakanisile;  kongomisile; 
focuses	kongoma;  kongomisa;  pakanisa; 
focusing	pakanisa;  kongomisa;  kongomaka; 
follow	landzelela; 
follow-up	nandzeleriso; 
followed	landzelerile; 
following	-landzelelana; 
follows	landzelela; 
food	swakudya; 
foot	rhula;  fiti;  nenge;  nkondzo; 
football	bolo ya nenge; 
footsteps	mikondzo; 
for	ya;  swa;  eka;  ta; 
force	matimba;  sindzisa; 
forced	sindzisiwile; 
forces	pakanisa;  kongomisa; 
forebears	vatatana;  vakokwa wa vakokwana; valehansi; 
forefront	emahlweni; 
foreign	(xa/ swa) tiko rin'wana; 
foreigner	muhlapfa; 
foreigners	vahlapfa; 
forensic	vulavisisi bya vugevenga; 
forest	xihlahla; 
forestry	ntivo-mirhi; 
forests	swihlahla; 
forever	ku ya ku yile;  hilaha ku nga heriki; 
forfeit	ndziho; 
forfeited	lahlekeriwile; 
forfeiture	ndzahlekelo; 
forge	fula;  yindlu ya xifuri; 
forged	vumbile;  endlile vumbabva; 
forget	rivala; 
form	xivumbeko;  vumba;  mavumbele;  bence; 
formal	-mafundza; 
formally	hi mafundza;  hi ximfumo; 
format	xivumbeko; 
formation	mavumbelo;  endlele;  xivumbeko xa macinelo;  mayimelo ya vatlangi; 
formations	mavandla;  mitlawa;  mihlangano;  mayimelo; 
formed	vumbiweke;  vumbile;  vumbekeke;  vumbeke; 
former	-sungula; 
formerly	ekusunguleni; 
forms	vumba;  swivumbeko; 
formula	ndzandzeriso;  fomula; 
formulation	ku vumba; 
forth	erivaleni; 
forthcoming	ku humela erivaleni; 
forthwith	xikan'wekan'we;  handle ko heta nkarhi; 
forum	foramu; 
forums	tiforamu; 
forward	emahlweni; 
forwarded	tisile; 
fossil	masalelwa; 
foster	letela; 
fostering	kondletela; 
fought	lwile; 
found	kuma; 
foundation	masungulo; 
foundations	masungulo; 
founded	simekile; 
founder	musunguri; 
founding	sungurile; 
four	mune; 
fourth	xa vumune; 
frame	rimba;  fureme; 
framework	rimba; 
frameworks	marimba; 
franchise	 mpfumelelo wo xavisa; mfanelo yo hlawula; 
fraternity	xintlawa xa vatirhi; 
fraud	vukanganyisi;  vumbabva; 
fraudulent	vuxisi; 
free	mahala;  tshunxekile; 
freed	tshunxiwile; 
freedom	ntshunxeko;  ntshuxeko wo famba-famba;  ntshuxeko; 
freedoms	ntshunxeko; mitshunxeko; 
freely	hindlela leyi tshunxekeke;  hi ku tshunxeka; 
freight	nhundzu;  fulaha;  ntiko; 
frequency	xihondzo; 
frequently	hakanyingi; 
fresh	lexinene; 
friend	munghana; 
friendly	hindlela ya vunghana; 
friends	vanghana; 
friendship	vunghana; 
from	ku suka eka; 
front	mahlweni; 
fruit	mbhandzu;  muhandzu; 
fruitful	tswala mihandzu; 
fuel	switshivelwa;  xitshivelwa; 
fuels	mafurha; 
fulfil	hetisisa;  humelerisa; 
fulfill	hetisisa;  humelerisa; 
fulfilling	humelerisaka;  hetisisaka;  enerisa ; 
full	ku tala; 
full-time	nkarhi hi vutalo;  nkarhi hinkwawo; 
fully	hi vutalo; 
function	ntirho;  tirha;  xihundzuko;  xitirhisiwa;  ku tirha; 
functional	ku tirha kahle; 
functionality	vutirhiseki; 
functioning	tirha;  matirhelo; 
functions	tirha;  mitirho; 
fund	nkwama;  nhlengo; 
fundamental	-masungulo; 
fundamentally	xa nkoka; 
funded	nyikiwile timali; 
funding	timali; 
funds	timali; 
furnish	nyika; 
furnished	nyikile; 
furniture	vhanichara;  swingolongondzwana; 
further	ku yisa emahlweni; yisa emahlweni; 
furthermore	ku yisa emahlweni; 
future	nkarhi lowu taka;  nkarhi lowu taka wa le kule;  nkarhi lowu taka wa le kusuhi; 
gain	bindzula;  pindzulo; 
gained	vuyeriwile;  bindzurile, vuyeriwile; 
gains	bindzula;  mipindzulo; 
gala	xinkhubyana; xintirhwana;  xintlangwana; 
galleries	tigalari; 
gallery	galari;  muako wo kombisa swa vutshila; 
gamble	gembula; 
gambling	mubejo; 
game	ntlangu;  xihari;  xiharhi; 
games	mintlangu;  yelano wa mpfumawulo; 
gap	xivangwa; 
gaps	mavangwa; 
garden	xirhapa;  ntanga; 
gardens	swirhapa;  mitanga; 
garnishee	mulondzi wa swikweleti loyi a nga na matimba yo tekela nhundzu; 
gas	moya;  gasi; 
gateway	nyangwa; 
gather	-hlangana; 
gathered	hlengeletanile; 
gathering	nhlengeletano;  hlengeleta; 
gave	nyikile; 
gazette	gazete; 
geared	tiyimiserile; 
gender	rixaka;  rimbewu; 
gender-based	xo simekiwa eka rimbewu; 
general	-tiveka;  jenerala; 
generally	hi ku angarhela; 
generate	tumbuluxa; 
generated	endlile; 
generating	endla; 
generation	rixaka;  manguva;  ntumbuluxo; 
generations	tinxaka; 
genre	muxaka; 
genres	mixaka; 
gentlemen	vatatana;  vamatlhari; 
geographic	swa ntivomisava; swa matshamelo ya tindhawu; 
geographical	(swa) ntivo-misava;  -ntivo-misava; 
geography	ntivo-misava; 
get	kuma; 
gets	kuma; 
getting	kumaka;  kuma; 
giant	xihontlovila; 
gift	nyiko; 
girl	nhwanyana; 
girls	vanhwanyana; 
give	nyika; 
given	nyikiwile; 
gives	nyika; 
giving	nyikaka; 
glad	tsakile; 
glass	nghilazi; 
global	-misava hinkwayo; 
globalisation	dlilobalayizexini; 
globally	misava hinkwayo; 
globe	misava;  bolo ya xifanisa-misava; 
glory	xidzuniso; 
glossary	Marito;  nongonoko wa tinhlamuselo; 
go	famba; 
goal	xikongomelo; 
goals	swikongomelo; tigolo; 
goes	famba; 
going	fambaka; 
gold	nsuku; 
golden	xa nsuku;  ntsako na ku humelela; 
gone	fambile; 
good	kahle; 
goods	nhundzu;  mpahla;  swixavisiwa; 
gore	gemba; 
gospel	vuyimbeleri bya ximoya; 
got	kumile; 
govern	fuma; 
governance	mafambiselo;  malawulelo; mafumelo; 
governed	fumile; 
governing	lawula;  fuma; 
government	mfumo; 
government's	xa mfumo; 
governments	mifumo; 
governor	gavhunara; 
governors	tigavhenara; 
grace	ritswalo; 
grade	hlawula;  ntangha;  nhlawulo;  siyanisa;  xitanghana; 
grades	ntangha;  tigiredi; misiyaniso;  siyanisa; 
grading	misiyaniso;  siyanisa; siyanisa; 
gradually	ha ko tsongotsongo; 
graduate	thwasa;  girajuweti; 
graduates	thwasa; mathwasani; 
grand	xo saseka; 
grant	nyiko;  mali ya mpfuneto; 
granted	nyikiwile; 
granting	nyika;  pfumelela; 
grants	nyika;  mali ya nhlayiso; 
graphic	swa swifaniso;  swo dirowa; 
grass	byanyi; 
grassroots	xiyimo xa masungulo xa nhlangano; 
grateful	ku khensa; 
gratitude	ku khensa; 
grave	sirha; 
graves	masirha; 
great	nkulu;  nkulukumba;  xiyimo xa le henhla; 
greater	nkulu;  nkulukumba;  xiyimo xa le henhla; 
greatest	 nkulukumba ku tlula hinkwaswo; nkulu ku tlula hinkwaswo;  xiyimo xa le henhla ku tlula hinkwaswo; 
greatly	hindlela leyikulu; 
green	rihlaza; 
greenhouse	muako wa nghilazi wo sirhelela swimilani eka maxelo yo titimela; 
greetings	ku rungula; 
grew	kurile; 
grind	sila; 
gross	ntsengonkulu;  giroso; 
ground	sirile;  hansi;  rivala; 
ground-breaking	vutumbuluxi;  mabulandlela; 
groundbreaking	vutumbuluxi;  mabulandlela; 
grounds	swivangelo; 
group	ntlawa;  ntlawahata; 
groups	mitlawa;  ntlawahata; 
grow	kurisa;  kula; 
growing	kurisa;  kula; 
grown	kurile;  kurisile; 
growth	bundzu;  ku kula; 
guarantee	garantiya; 
guaranteed	tiyisisiweke; 
guarantees	switiyisiso; 
guard	murindzi; 
guardian	muhlayisi; 
guest	muendzi;  n'wendzi; 
guests	vaendzi; vendzi;  vaendzi; 
guidance	vuleteri; 
guide	fambisa;  letela;  mufambisi;  muleteri;  xiletelo; 
guided	leteriweke;  leterile;  leteriwile; leteleke; 
guideline	xiletelo; 
guidelines	swiletelo; 
guides	letela;  valeteri; 
guiding	swiletelo;  letela;  letelaka; 
guilt	nandzu; 
guilty	ku va na nandzu; 
gun	xibamu;  xibalesa; 
had	vile na; 
hail	xihangu; 
hailed	huma; 
hails	pfa; 
half	hafu; 
hall	holo; 
hand	xandla;  voko; 
handed	nyikile;  yisile; 
handing	nyika;  yisa; 
handle	xikhomo; 
handled	tirhanile; 
handling	nkhomokhomo; 
handover	ku hundziseriwa; 
hands	mavoko;  swandla; 
happen	humelela;  endleka; 
happened	humelerile;  endlekile; 
happening	humelelaka;  endlekaka; 
happens	humelela;  endleka; 
happy	tsaka;  ndyangu wo rhula; 
harassment	nxaniso; 
hard	tiya;  nonohwa; 
hare	mpfundla; 
harm	onha;  vavisa; 
harmful	-vavisa;  xo vavisa; 
harmony	ntwanano;  ntwananiso; 
has	va na; 
hatred	rivengo; 
have	va na; 
having	vile na; 
hazardous	xa khombo; 
he	yena; 
head	nhloko; 
headed	rhangerile; 
heading	nhlokomhaka;  nhloko ya mhaka; 
headline	hungunkulu; 
headlines	tinhlokomhaka ta mahungu; 
heads	tinhloko; 
heal	hola; 
healing	horisa; 
health	rihanyo; 
healthcare	nhlayiso wa rihanyu;  nhlayiso wa swa rihanyu; 
healthy	tomi;  xa rihanyo; 
hear	twa; 
heard	twile; 
hearing	ku yingisa vumbhoni;  ku twa; 
hearings	nhlengeletano yo twa miehleketo;  tinhlengeletano to twa miehleketo; 
hears	twa; 
heart	mbilu;  xitiko;  xikarhi; 
heavy	tika;  xo tika; 
hectare	ha;  hekitara; 
hectares	tihekitara; 
height	vulehi;  ku leha;  ku leha ka xintshabyana; 
heights	vulehi;  vuhenhla; 
held	khomile; 
help	pfuna; 
helped	pfunile; 
helping	mphamo; 
helps	pfuna; 
hence	hikwalaho ka sweswo; 
her	yena; 
heraldry	mafunghiwelo ya lava hlomeke; 
here	laha; 
hereby	hi tsalwa leri; 
hereinafter	ku ya emahlweni eka tsalwa leri; 
heritage	ndzhaka; 
hero	nhenha; 
heroes	tinhenha; 
heroine	nhenhakati; 
heroines	tinhenhakati; 
herself	yena hi yexe; 
hi	xewani; 
hidden	leswi tumbetiweke; 
hide	dzovo; 
hierarchies	masiyanelo ya swiyimo; 
high	henhla; 
high-level	 vo xiximeka; mpimo wa le henhla; 
higher	ehenhla; 
highest	henhlahenhla; 
highlight	kombisa; 
highlighted	kombisiwile; 
highlights	swiendleko swa nkoka; 
highly	hindlela ya le henhla; 
hill	xiganga;  xintshabyana; 
hills	swintshabyana; swiganga; 
him	yena; 
himself	yena hi yexe; 
his	xa yena; 
historian	n'wamatimu;  mutsala-matimu; 
historians	vatsalamatimu; vativinkulu va matimu; 
historic	xa nkoka eka matimu; 
historical	-matimu;  swa matimu; 
historically	eka mikarhi leyi nga hundza;  eka matimu; 
histories	matimu; 
history	matimu; 
hit	bile; ba;  biwile;  risimu ra ndhuma; 
hold	tata; 
holder	xikhomeri; 
holders	vakhomi; 
holding	khomaka; 
holdings	rifuwo, tinhundzu; 
holds	khoma; 
holiday	holodeyi; 
holidays	tiholideyi; 
holistic	hinkwaswo hi ku hetiseka; 
homage	nxiximo; 
home	kaya; 
homelessness	ku pfumala kaya; 
homepage	pheji ro amukela; 
homes	makaya; 
hominid	ntumbuluko wa vanhu; 
honorary	swo xixima; 
honour	xixima;  nxiximo; 
honourable	muchaviseki; muhlonipheki; 
honoured	xiximiwile; 
honouring	xiximaka; 
honours	nxiximo wa le henhla; 
hope	ntshembho; 
hoped	tshembile; 
hopefully	ha tshemba; 
hopes	tshemba; 
hospital	xibedhlele;  xibedlhele; 
hospitality	malwandla; 
hospitals	swibedhlele; 
host	xitswongiwa; 
hosted	rhurherile; 
hosting	rhurhela; 
hosts	murhurheli; 
hotel	hodela; 
hotels	tihodela; 
hour	awara; 
hours	tiawara; 
house	yindlu; 
housed	rhurherile; 
household	ndyangu; 
households	miti; 
houses	rhurhela;  tiyindlu; 
housing	tindlu;  vuakeri; 
how	njhani; 
however	hambiswiritano; 
hub	mbilu;  vuxikarhi; 
huge	nkulu; 
human	munhu;  xa vumunhu;  ximunhu; 
humane	vumunhu; 
humanities	swa vanhu; 
humanity	vumunhu; 
humankind	rixaka ra ximunhu; 
humans	vanhu; 
humble	ku titsongahata; 
humbled	tsongahatiwile; a hi leswi swi ndzi faneleke; 
humility	vutitsan'wi; 
hundred	dzana; 
hundreds	xidzana; 
husband	nuna; 
icon	ayikhoni; 
iconic	xo xiximeka;  xa mfungho; 
icons	muxiximiwa; 
id	pasi;  xiphemu xa miehleketo; 
idea	mianakanyo; 
ideal	xikongomelo;  hlawuleka; 
ideals	swikongomelo;  swo hlawuleka; 
ideas	mianakanyo; 
identical	-fana; 
identification	vutiveko; 
identified	kumile;  tiviwile; 
identifies	tiva;  komba; 
identify	komba;  -komba; 
identifying	tiva;  tivisaka; 
identities	vutitivisi; 
identity	vuwena; 
if	loko; 
illegal	lexi nga riki nawini; 
illiteracy	ku nga tivi ku hlaya na ku tsala; 
illness	vuvabyi; 
illustrate	kombisa; 
illustrated	kombisiweke; 
image	xifaniso; 
images	swifaniso; 
imagination	mianakanyo; 
imbalances	ku nga ringani; 
immediate	-xihatla; 
immediately	xikan'wekan'we; 
immense	-kulu ngopfu; 
immensely	hindlela leyikulu; 
immigration	vuhlapfa; 
imminent	 lexi taka; lexi nga ekusuhi na ku endleka; 
immovable	lexi nga fambiki; 
immunisation	nsawutiso; 
impact	ntshikelelo;  nhlohlotelo; 
impacts	mihlohlotelo;  tshikelela;  hlohlotela; mitshikelelo;  mitshikelelo; 
impaired	hetiwa matimba;  ku vaviseka; lamatiwa; 
impediments	 swirhalanganyi; swikanganyiso; 
imperative	leriso; 
imperatives	swa nkoka; 
implement	humelerisa;  xitirho; 
implementation	matirhiselo;  ntirhiso;  nsimeko; 
implemented	tirhisile;  simekile; 
implementing	tirhisa;  simeka; 
implements	tirhisa;  switirho; 
implications	matirhiselo; leswi vulaka swona;  misimeko;  tinhlamuselo leti nga riki erivaleni; 
implies	swi komba; 
import	switundziwa;  xitundziwa;  tundza; 
importance	nkoka;  ntikelo; 
important	nkoka;  -ntikelo; 
importantly	hindlela ya nkoka; 
imported	 tundziwile; leswi tundziweke;  swo huma eka matiko mambe;  tundzile; 
importer	mutundzi; 
imports	switundziwa; 
impose	rhwexa; byarhisa;  rhwexa; 
imposed	 rhwexile; byarhisile; rhwexile; 
imposing	rhwexaka;  ku byarhisiwa;  xa xiyimo xa le henhla;  ku rhwexiwa;  xo saseka; byarhisaka; 
imposition	a swi koteki; 
impossible	gandliwile;  tsakisiwile;  tlhontlha nxiximo na navelo; 
impressed	 leswi nga fanelangiki; leswi nga riki kahle; 
impressive	endzeni; 
imprison	khotsa; 
imprisoned	khotsiweke; 
imprisonment	ku khotsiwa; 
improper	vutsandzeki;  ku tsandzeka; 
improve	antswisa; 
improved	antswisile; 
improvement	antswiselo; 
improvements	miantswiso; 
improving	antswa; 
in	 ku nga enelangi; ku kayivela;  ku nga ringanelangi; 
inability	 masungulo ya ku nghena exitulwini; xa ku sungula ka nhlangano; 
inadequate	 ku nga enelangi; ku nga ringanelangi; 
inappropriate	ku nga fanelangi; 
inaugural	xa ku nghena exitulwini;  xa ku sungula ka nhlangano; 
inauguration	ku vekiwa exitulwini ximfumo; 
incapable	ku tsandzeka;  ku nga koti; 
incapacity	vutsandzeki;  ku tsandzeka; 
incarceration	 ku khotsiwa; ku pfaleriwa ekhotsweni; 
incentive	xinavetisi;  -navetisa; 
incentives	swihlohloteri; 
inception	masungulo; 
incidence	xihumelelo; 
incident	mhaka;  xihumelelo; 
incidental	hi xiwelo; 
incidents	timhaka; 
include	katsa; 
included	katsiwile; 
includes	katsa; 
including	katsa; 
inclusion	nkatselo; 
inclusive	katsaka hinkwaswo;  katsaka hinkwavo; 
inclusivity	ku katsiwa ka hinkwavo; 
income	muholo; 
incomes	mali leyi nghenaka; 
incomplete	ku nga hetisekangi;  ku nga helelangi; 
inconsistent	ku nga fambelani; 
incorporate	katsa; 
incorporated	katsiweke; 
incorporates	katsa; 
incorporation	ku katsiwa;  ku hlanganisiwa; 
incorrect	hoxeka; 
increase	engetela;  ntlakuko; 
increased	engeteriweke;  tlakusiweke; 
increases	engetela;  ntlakuko; 
increasing	engetelaka;  engeteriwaka; 
increasingly	hindlela leyi engetelaka; 
inculcate	ku toloveta; 
incurred	tivangele; byarhile; 
indaba	nhlengeletano; 
indeed	hakunene; 
independence	ntshuxeko;  vuntshuxeko; 
independent	-ntshuxeka; 
independently	hindlela leyi tiyimelaka; 
index	xikombo; 
indicate	kombisa;  komba; 
indicated	kombisile;  kombile; 
indicates	kombisa;  komba; 
indicating	kombisa;  komba; 
indication	xikombo; 
indications	swikombo; 
indicative	leswi kombaka; 
indicator	xikombo;  xikomba-muhlovo; 
indicators	swikombo; 
indices	swikombo; 
indigenous	ndhavuko;  -tiko rero;  (swa) tiko rero; 
indirect	-gega; 
indirectly	hindlela leyi nga kongomiki; 
individual	munhu;  -wun'we; 
individually	hi un'weun'we; 
individuals	vanhu;  munhu; 
industrial	-mintirho;  swa vumaki; 
industries	vumaki; 
industry	vumaki; 
inequalities	ku nga ringani; 
inequality	ku nga ringani; 
infection	ntluleto;  ntlulelo wa vuvabyi;  ntluleto wa vuvabyi;  ntlulelo wa mavabyi; 
infections	ntluleto wa vuvabyi;  ntlulelo wa vuvabyi;  ntlulelo wa mavabyi; 
inferior	-le hansi; 
inflation	ku wa ka nkoka wa mali; inifulexini; 
inflows	mikhuluko leyi nghenaka; 
influence	nkucetelo; 
influenced	hlohloteriwile; 
info	vuxokoxoko; 
inform	tivisa; 
informal	-ka malwandla; 
information	mahungu; 
informed	leteriweke;  ku va na vutivi; 
informing	tivisa; 
infrastructure	switirhisiwa; 
inherent	lexi fambaka kun'we hi ntumbuluko;  nchumu lowu nga xihlawulekisi; 
inherit	 -dya ndzhaka; ku dya ndzhaka; 
