APRIL	MORANANG; 
recycling	phepafatso;  tirisogape; 
red	hibidu; 
redistribution	 phatlalatsogape; kabelogape; 
redress	 siamisa;  lolamisa;  tshiamiso; baakanya;  paakanyo;  tolamiso; 
reduce	 fetola; fokotsa; 
reduced	 fokoditse; fetotse; 
reducing	 fetolang; fokotsang; 
reduction	phokotso; 
reductions	diphokotso; 
refer	 romela thusong; kaela; 
reference	tshupetso; 
references	ditshupetso; 
referral	 sesupo sa kaelothusong; lokwalo lwa thomelothusong; 
referred	 kaetswe; rometswe thusong; 
referring	romelang thusong; 
refers	 romela thusong; kaela; 
refined	-phepafaditsweng; 
reflect	supatshwano; 
reflection	 tshupatshwano;  tshupotshwano; tshwana; 
reflective	­tshupatshwano; 
reform	phetolo;  ntšhwafatso;  ntšhwafatsa; 
reforms	dintšhwafatso; diphetolo;  ntšhwafatsa; 
refund	busetsa;  pusetso; 
refurbishment	phatshimisogape; ntšhwafatso; 
refusal	kganetso; 
refuse	 matlakala; gana; 
refused	ganne; 
refuses	gana; 
regard	leba;  tsaya tsia; 
regarded	 tshotse tsia; lebile; 
regarding	malebana; 
regards	kwa ntle ga tlhotlheletso; 
regeneration	ditumediso; 
regime	puso; 
region	karolo;  kgaolo; 
regional	- kgaolo;  -kgaolo; 
regions	 dikgaolo; dikarolo; 
register	 bukakwadiso; kwadisa; 
registered	 -kwadisitsweng; rejisetarilwe; 
registering	kwadisang; 
registers	 direjisetara; kwadisa; dibukaina tsa tseno;  dibukakwadiso; 
registrar	mokwadisi; 
registration	ikwadiso; 
registries	bokwadisetso; 
registry	bokwadisetso; 
regular	 - gale;  -gale; gale; 
regularly	 ka tlhomamo; ka metlha; 
regulate	laola; 
regulated	laotse; 
regulates	laola; 
regulating	laolang; 
regulation	molawana; 
regulations	melawana; 
regulator	molaodi; 
regulators	balaodi; 
regulatory	balaodi-; 
rehabilitation	tsosoloso; 
rehearsals	diitlhokotso; 
reinforce	­molawana; 
reintegration	oketsa;  tlaleletsa; 
reiterate	lotano sešwa; 
reiterated	boelela; 
reject	 seganwa; gana; 
rejected	ganne; 
relate	amana;  tsalana; 
related	 -tsalana; amanang; 
relates	anela;  tsalana le; 
relating	-amanang;  tsalanang;  mabapi le; 
relation	kamano; 
relations	dikamano; 
relationship	 botsalano; kamano;  nyalano; 
relationships	dikamano;  botsalano; dinyalano; 
relative	 leloko; amanang;  mogaetsho;  leamanyi;  tshika; 
relatively	thata (ka papiso); 
relatives	bagaetsho;  ditshika;  maamanyi; 
release	rebola;  golola; 
released	rebotse; phatlaladitse;  golotswe; 
releases	rebola; phatlalatsa;  golotse; 
relevance	tsamaisano;  bomaleba; 
relevant	-lebaneng; 
reliable	ikanyega;  tshepega; 
relief	 go wela makgwafo; popego; 
religion	 bodumedi; tumelo; 
religions	 bodumedi; tumelo; 
religious	bodumedi; 
rely	ikaega; 
remain	-sala; 
remainder	sesala; 
remained	setse; 
remaining	-salang; 
remains	masalela; 
remand	emisediwa go sekisiwa; 
remarkable	-bonalang; 
remarks	ditshwaelo; 
remedies	melemo;  dipheko; 
remedy	 pheko; molemo; 
remember	gakologelwa; 
remembered	gakologetswe; 
remembrance	segopotso; 
remind	gakolola;  gopotsa; 
reminded	gakolotse;  gopoditse; 
reminder	tsiboso; 
reminders	ditsiboso; 
remote	kgakala;  bokgakala; 
removal	tshutiso;  tloso;  ntsho; 
remove	 sutisa;  tlosa; ntsha; 
removed	 tlositse;  sutisitse; ntshitse; 
removing	ntshang;  tlosang;  sutisang; 
remuneration	moputso; 
renaissance	tsosoloso; 
renamed	teile sešwa; 
renaming	teosešwa; 
render	tlhagisa;  tlisa;  neelana ka; 
rendered	tlhagisitse;  tlisitse; 
rendering	-tlhagisang;  tlang ka; 
renew	ntshwafatsa;  ntšhwafatsa; 
renewal	ntšhwafatso; 
renewed	ntshwafatsa; ntšhwafaditse; 
renovation	ntšhwafatso; 
renovations	dintšhwafatso; 
renowned	­tumileng;  -itsegeng; 
rent	rente;  hira;  tuelokhiro; 
rental	­rente; 
repair	baakanya;  paakanyo; 
repairs	baakanya;  dipaakanyo; 
repatriation	pusetsonageng ya tsalo; 
repeal	tlhakolo; 
repealed	phimotse; 
repeals	ditlhakolo; 
repeat	boeletsa; 
replace	emisetsa;  refosa; 
replaced	emiseditse; refositse; 
replacement	kemisetso; 
replies	 dikarabo;  araba; fetola; 
reply	 phetolo; karabo; 
report	pegelo;  pego; 
report-back	begela; 
reporting	pegelo;  pego; 
reports	pegelo;  dipego; 
reposition	peomaemong gape; 
repositioning	ipeosentle; 
repository	polokelo; setôrô ; 
represent	emela;  -emela; 
representation	kemedi;  boemedi; 
representations	boemedi;  dikemedi; 
representative	moemedi; 
representatives	baemedi; 
represented	emetse;  -emetse; 
representing	emelang;  -emelang; 
represents	emela;  -emela; 
republic	repaboliki; 
republics	direphaboleki; direpaboliki; 
request	kopo; 
requested	kopo;  kopile; 
requester	­gatelelang; 
requests	dikopo; 
require	senka; 
required	senkile; 
requirement	tlhokego; 
requirements	ditlhokego; 
requires	senka; 
requiring	senkang; 
requisite	sekopi; mokopi; 
rescue	 -pholosa; pholosa; 
research	patlisiso;  tlhotlhomisa; 
researcher	mmatlisisi; 
researchers	babatlisisi;  batlhotlhomisi; 
reservation	peeletsothekethe;  peeletsomanno; 
reserve	boloka;  motshameki yo o kwa bankeng;  rasefe; 
reserved	beeleditse (manno); 
reserves	boloka;  batshameki ba ba kwa bankeng;  dirasefe; 
residence	lefelobonno; 
resident	moagi; 
residential	bonno; 
residents	baagi; 
resides	nna kwa; 
residing	nnang kwa; 
resignation	boipofololo; 
resilience	 tebalomatlhoko;  poelomannong; ipusetsomannong; 
resistance	 tila;  kemelano;  kganelo;  twantsho; thibela; 
resolution	 setlamo; tshwetso; 
resolutions	ditshwetso;  ditlamo; 
resolve	rarabolola; 
resolved	rarabolotse; 
resolving	rarabololang; 
resounding	modumo;  ­atlegileng; 
resource	motswedi; 
resources	metswedi; 
respect	tlhonepo; 
respective	farologaneng; 
respectively	ka tatelano; 
respond	tsibogela; 
responded	tsibogetse; 
respondent	moikarabedi; 
respondents	baikarabedi; 
responding	tsibogelang; 
responds	tsibogela; 
response	karabo;  tsibogo; 
responses	 ditsibogo; dikarabo; 
responsibilities	maikarabelo; 
responsibility	 boikarabelo; maikarabelo; 
responsible	ikarabelo; 
responsive	tsibogang ka dikarabo; 
rest	boikhutso; 
restitution	puseletso ya ditshwanelo tsa lenyalo; 
restoration	ntshwafatso;  pusetsomaemong; pusetsoditshwanelo; 
restorative	­rudisang; 
restore	busetswa; 
restored	buseditswe; 
restoring	busetswang; 
restraint	 bothijo;  boikgapho; kganelo; 
restricted	lekanyeditswe;  kganetswe; 
restriction	tekanyetso; 
restrictions	dilekanyetso; 
restructuring	thulaganyetsosešwa; 
result	 searolo;  seatiso;  sephetho; karabo; 
results	dikarolo;  dikarabo; diatiso;  dipholô;  diphetho; 
retail	kgwebopotlana; 
retain	 emisa; tsaya; 
retained	tseile; emisitse; 
retention	tshegetso maemo;  tsholô; 
retire	go rola tiro; 
retired	rotse tiro; 
retirement	tholotiro; 
retrieval	pusetso; 
return	boa;  busa; 
returned	busitswe; 
returns	manane; 
reveal	 upolola; senola; 
revealed	 upolotse; senotse; 
revenue	lotseno; 
revenues	lotseno; 
reverse	tlhanolo ya tsebe; 
review	tshekatsheko;  thadiso; 
reviewed	 thadisitse; tshekatsheko;  sekasekile;  thadiso; 
reviews	ditshekatsheko;  dithadiso; 
revise	boeletsa; 
revised	boeleditse; 
revision	 poelelo; poeletso; 
revisions	dipoeletso;  dipoelelo; 
revitalisation	maatlafatso; 
revoke	fetola;  tlosa; 
revolution	 modikologo;  menolopuso; tikologo; 
revolutionary	-rukhutlhang; 
reward	 kabo;  tefo; tuelo; 
rhino	tshukudu; 
rich	 nonne; humile; 
right	siameng;  nepagala;  moja;  mojeng; 
rightful	­siametseng; 
rights	ditshwanelo; 
rise	 kokomoga; tlhatloga; 
rising	tlhatlogang;  ya godimo; 
risks	itsenyokotsing; 
river	noka; 
rivers	dinoka; 
road	tsela; 
roads	ditsela; 
robust	thata;  nonofile;  kwenne; 
rock	lentswe; 
rod	 tsamma; thobane;  thupa; 
role	seabe; 
role-players	 bannaleseabe; batsayakarolo; 
roles	seabe; 
roll	 lenaneina; koto ya lesela; 
roll-out	thankgolola; 
rolling	pitikologang; 
rollout	thankgololo; 
rolls	dirolo; 
room	kamore; 
rooms	dikamore; 
root	modi; 
rooted	batlile;  lemile; 
roots	medi; 
rose	tlhatlogile;  kokomogile; 
round	 digolagane;  -sekeletsa; kgolokwe; 
rounded	-sekeleditse; 
roundtable	tafole ya dipuisano; 
route	tsela; 
routes	ditsela; 
routine	tlwaelo; 
royal	 -bogosi; bogosi; 
royalties	dikatso; 
royalty	katso; 
rugby	rakabii; 
rule	 molawana; taolo;  mmuso;  rulara;  taolwana; 
rules	 busa;  ditaolo; ditaolwana;  melawana;  dirulara; mmuso; 
ruling	tshwetsotaolo; 
rulings	ditshwetsotaolo; 
run	siana; taboga;  itlhaganela; 
running	tsholo ya legae; 
runs	metabogo; 
rural	nageng; 
sacred	kgethegileng;  boitshepo; 
sacrifice	setlhabelo; 
sacrifices	ditlhabelo; 
sad	kutlobotlhoko; 
saddened	hutsafetse; 
sadness	maswabi; 
safe	 -bolokegileng;  bolokesegile; polokelo; 
safeguard	sireletsa; 
safeguarding	sireletsang; 
safety	 polokego; tshireletsego; 
said	rile; 
salaries	dituelo; 
salary	tuelo; 
sale	thekiso tlase; 
sales	dithekiso; 
salute	saluta; 
same	tshwanang; 
sample	 sesupo; sekao; 
samples	 disupo; dikao; 
sanction	 dumela; laola; 
sanitation	 kgeleloleswe; sanetasi;  tshireletso ya setšhaba kgatlhanong le leswe; 
sap	matute; 
saps	matute; 
satellite	 sathalaete; motsana; 
satisfaction	kgora; 
satisfactory	kgotsofatsang;  natefisang; 
satisfied	kgotsofetse;  se se itumedisang; 
satisfy	se se itumedisang; 
save	sireletsa;  boloka; 
saving	sireletsang;  bolokang; 
savings	 ditshomarelo; dipoloko; 
say	bua;  bolela; 
saying	 polelo; buang; 
says	bua;  bolela; 
scale	 lekakaba; sekale;  selekanyetso;  selekanyetsi; 
scarce	tlhokega; 
scene	tema;  felo; 
scenes	mafelo;  ditema; mafelotiragalo; 
schedule	lenaneo;  mametlelelo; 
schedules	 dimametlelelo; mananeo; 
scheme	 rera; thulaganyo; 
schemes	dithulaganyo; 
scholar	moithuti;  morutegi; 
scholars	barutegi;  bana ba sekolo; 
school	sekolo; 
schooling	tsenang sekolo; 
schools	dikolo; 
science	bonetetshi; 
sciences	bonetetshi; 
scientific	bonetetshi; 
scope	bolekanyetso; 
score	 thala; ntlha;  sekoro;  nosa;  maduo;  go nosa; 
scorecard	karata ya maduo; 
scoring	nosang; 
scourge	matlhotlhapelo; 
screen	 sekirini; tshireletso;  tlhatlhoba; 
screening	tlhatlhobo; 
script	dikwalwa;  mogatiso; 
scrutinise	sekaseka; 
scrutinize	sekaseka; 
scrutiny	tshekatsheko;  keleko; 
sculpture	 petlomaje; petlo; 
sea	lewatle; 
seal	sili;  tswala thata; 
sealed	tswadile thata; 
search	batla;  senka; 
searched	 senkile; batlile; 
season	setlha; 
seasonal	go ya ka ditlha; 
seasons	ditlha; 
seat	bonno;  setulo; 
seats	manno;  ditulo; 
second	tlatsa;  motsotswana;  -bobedi; 
secondary	-bobedi; 
secondly	­bobedi; 
secret	sephiri; 
secretariat	bokwaledi; 
secretary	 ralefapha; mokwaledi; 
secretary-general	mokwaledi-kakaretso; 
section	karolo;  karolo ya buka;  karolwana;  lephata; 
sectional	go ya ka karolo; 
sections	dikarolo;  maphata;  dikarolo tsa buka;  dikarolwana; 
sector	lephata; 
sectors	maphata; 
secure	tlhomama;  -tlhomameng; 
securities	tshireletso; 
security	tshireletso;  pabalesego; 
see	bona;  leba; 
seeing	 lebang; bonang; 
seek	batla;  senka; 
seeking	batlang;  senkang; 
seeks	batla;  senka; 
seem	 e kete; o kare;  itshema; 
seems	 e kete; o kare;  itshema; 
seen	 lebile; bone; 
segment	 ketla; karolwana; 
segregation	kgethololo; 
seize	 huparela; tshwara;  phamola; 
seized	 phamotse;  huparetse; tshwere; 
seizure	 phifalelo; ngatego; 
select	tlhopha; 
selected	tlhophile; 
selection	tlhopho; 
self	ka sebele; 
self-determination	itlhotlhomiso; 
self-sufficiency	ikgono; 
selfless	­se na bopelotshetlha; 
sell	rekisa; 
selling	thekiso; 
seminar	seminara; 
seminars	diseminara; 
send	romela; 
sending	 tshwaragane le thomelo; romelang; 
sends	romela; 
senior	golo; 
sense	temosi; 
sensitive	bosisi; 
sent	 romilwe; rometse;  romile; 
sentence	mafoko;  polelo;  atlhola;  katlholo; 
sentenced	atlhotse; 
sentences	dipolelo;  atlhola;  dikatlholo; 
sentencing	atlholang; 
separate	 -kgaogantsweng;  kgaoganeng; kgaoganya; 
separated	 kgaogantse; kgaoganeng; 
separately	 ka go kgaogana; kwa thoko; 
separation	kgaogano; 
sequestration	kamogothoto; 
series	tlhatlhamano; 
serious	tlhonamo; 
seriously	ka tlhonamo; 
servants	 malata; badiredi; 
serve	romela;  direla;  tsholela; 
served	 rometse; diretse;  tsholetse; 
serves	romela;  direla;  tsholela; 
service	tirelo; 
services	ditirelo; 
session	paka;  motlha; 
sessions	dipaka;  metlha; 
set	 serobe;  teka; thaya;  sete; 
sets	 teka;  disete; thaya;  dirobe; 
setting	ala; 
settle	 itshetlega; aga; 
settled	itshetlegile;  dutse; 
settlement	itshetlego;  bothibelelo; 
settlements	 bothibelelo; maitshetlego; 
settler	 mothibeledi; mofaladi; 
settlers	 bathibeledi; bafaladi; 
seven	supa; 
several	mmalwa; 
severe	feteletse;  e e maatla; 
sew	roka; 
sewing	 moroko; roka; 
sex	bong; 
sexual	ya bong; 
sexually	­thobalano; 
shall	tlaa; 
shape	 sebopego;  popego; bopa; 
shaped	­nang le popego; 
shapes	bopa;  dipopego;  dipopo; 
shaping	bopa; 
share	 kgaoganya; seabe;  abelana;  ananya; 
shared	 kgaogantse; abelane; 
shareholders	batsholadišere; 
shareholding	go nna le dišere; 
shares	 kgaoganya; seabe;  abelana; 
sharing	abelanang;  kgaoganyang; 
sharks	dišaka; 
sharp	motsu;  tseremo; 
shed	foforega;  itlobola;  ntlwanabobeelo; 
shedding	 itlebolo;  matlwanabobeelo; foforegang;  phoforego; 
sheet	 disenke; letlhare; 
sheets	matlhare; dillakane;  disenke; 
shelter	 motlaagana;  legae;  ntlwana; tshireletso;  setlaagana; 
sheriff	morongwa wa lekgotla; 
sheriffs	barongwa ba lekgotla; 
shifts	dišifiti; 
ship	sekepe; 
shipping	tsamaisa ka sekepe; 
ships	dikepe; 
shock	letshogo; 
shocked	 tshoga [tshogile]; letshogo; 
shocks	letshogo; 
shop	lebenkele; 
shopping	reka; 
shops	mabenkele; 
shore	losi; 
shores	dintsi; 
short	khutshwane; 
short-term	paka khutshwane; 
shortage	tlhaelo; 
shortages	ditlhaelo; 
shorter	khutshwanyane; 
shortly	mo nakong e e sa fediseng pelo; 
shot	thago; 
should	tshwanetse; 
shoulders	magetla; 
show	supetsa;  pontsho; 
showcase	bontsha; 
showcasing	bontshang; 
showed	 supeditse; bontshitse;  pontsho; 
showing	supang; 
shown	 supeditse; bontshitse;  pontsho; 
shows	dipontsho;  supetsa; 
side	 mfapha;  losi; letlhakore;  letlhakore la lesela; 
sign	 saena;  sekai; letshwao; 
signal	 tshupetso;  setsibosi; tsibosa;  tsiboso;  temosi; 
signals	 ditemosi;  ditsiboso;  ditshupetso;  ditsibosi; tsibosa; matshwaotaolo; 
signature	 mosaeno; tshaeno; 
signed	saenile; 
significance	 ponalo; botlhokwa; 
significant	­bonalang; 
significantly	mo go bonalang; 
signifies	bontsha;  supa; 
signing	saenang; 
signs	matshwao;  saena;  dikai; 
silver	selefera; 
similar	 tsamaelanang; tshwanang; 
similarly	ka go tshwana; 
simple	bonolo; 
simply	ka bonolo; 
simultaneously	ka segongwe; 
since	 fa e sale; gonne; 
sincere	pelo e phepa; 
sincerely	ka pelo e phepa; 
sing	opela; 
singer	moopedi; 
singing	opelang; 
single	nosi; 
sister	sisitara; 
sisters	bokgaitsedi; 
sit	nna;  dula; 
site	setsha; 
sites	ditsha; 
sitting	go tsena; 
situate	baya; 
situated	beilweng; 
situation	 bonno; maemo; 
situations	 bonno; maemo; 
six	thataro; 
sixth	borataro;  nngwethatarong; 
size	 saese; bogolo; 
skill	 botswerere; bokgoni;  kgono; 
skilled	botswerere; 
skills	 dikgono;  botswerere; bokgoni; 
slave	lekgoba; 
slavery	bokgoba; 
slaves	makgoba; 
slightly	go le gonnye fela; 
slip	thupana; 
slow	ka bonya; 
small	 mokoto; -nnye; 
small-scale	ka bonnye; 
smaller	­nnyane; 
so-called	bidiwang; 
soccer	kgwele ya maoto;  bolo ya maoto; 
social	boago; 
socially	ka loago; 
societal	­setšhaba; 
societies	 merafe; mekgatlho; 
society	 morafe; mokgatlho; 
socioeconomic	­loago le ikonomi; 
software	didiriswanolo; 
soil	mmu; 
sold	rekisitse; 
soldiers	masole; 
sole	kgato ya setlhako; 
solely	fela; 
solid	 -komota; komota; 
solidarity	tumelano; 
solution	tharabololo;  motswako;  tlhaoloso;  tlharololo; 
solutions	 ditlharololo; ditlhaoloso;  metswako; ditharabololo; 
some	 sengwe;  bangwe; dingwe; 
someone	mongwe; 
something	sengwe; 
sometimes	ka dinako dingwe; 
somewhat	batlile; 
son	morwa; 
song	pina; 
songs	dipina; 
soon	 ka bonako; mo nakong e e sa fediseng pelo; 
sophisticated	tsweletseng;  ­na le maitemogelo; 
sort	 tlhopa; rulaganya; 
sought	batlile; 
soul	moya; 
souls	mewa; 
sound	 -itekanetseng; modumo; 
sounds	medumo; 
source	motswedi; 
sources	metswedi; 
south	 ya borwa; borwa; 
southern	­bophirima; 
sovereign	 boipuso; kgosi; 
space	 phatlha; sebaka;  lefaufau; 
spaces	dibaka; 
spatial	­sebaka; 
speak	bua; 
speaker	mmusakgotla; 
speakers	babusakgotla; 
speaking	buang; 
speaks	bua; 
spear	lerumo; 
special	 kgethegile; -rileng; 
specialisation	- kgethegileng; 
specialised	kgethegileng; 
specialist	motseneledi; 
specially	segolo thata; 
species	 losika; lotso; 
specific	-totobetseng; 
specifically	ka totobatso; 
specification	totobatsa; 
specified	totobaditse; 
specify	totobatsa; 
specimen	 setotwana; selekwa; 
specimens	dilekwa; ditotwana; 
spectacular	bontle;  matsetseleko; 
spectrum	methalethale; 
speech	puo;  neo ya puo; 
speeches	dipuo; 
speed	lebelo; 
speedy	ka bonako; 
spend	 tuelo; dirisa; 
spent	dirisitse; 
sphere	 bolo; sediko; 
spheres	didiko;  dibolo; 
spirit	moya; 
spiritual	semoya; 
split	 arologanya; phatlola; 
spoken	buile; 
spokesperson	sebueledi; 
sponsored	etleeditse; 
sport	motshameko; 
sporting	motshameko; 
sports	motshameko; 
spotlight	lobone lwa patlo; 
spouse	mogatse; 
spouses	bomogatse; 
spread	phasalatsa;  tlala;  anamisa; 
square	 palosekwere; sekwere;  sekwera; 
stabilise	nitamisa; 
stability	tlhomamo; 
stable	setale; 
stadium	lebala;  setediamo; 
stadiums	ditediamo; 
staff	 mola wa dinnoto; badirammogo; 
stage	kgato;  serala; 
stages	dikgala; 
stakeholder	moamegi; 
stakeholders	baamegi; 
stalwarts	maphoga; 
stamp	setempe; 
stance	maikutlo; 
stand	phabileone;  matshego; 
standard	setlhopha;  kemo; 
standardised	kannweng; 
standardization	kano; 
standards	dikemo; 
stands	diphabileone; matshego; 
stanza	 tematheo; tematheto; 
star	naledi; 
stars	dinaledi; 
start	simolola; 
started	simolotse; 
starting	simololang; 
starts	simolola; 
state	 sebopego; lefatshe;  naga;  mmuso;  puso; 
state-owned	­puso; 
statement	polelo;  kanego; 
statements	dikanego; 
states	 dipuso;  mebuso;  dipopego; dinaga;  mafatshe; 
station	seteišene; 
stationery	dikwalelo;  tsa go kwalela; 
stations	diteišene; 
statistical	­dipalopalo;  ­mananepalo; 
statistician-general	radipalopalo-kakaretso; 
statistics	 mananepalo; dipalopalo; 
statue	sefikantswe; 
stature	bogolo;  seemo; 
status	kemo; 
statute	molao; 
statutes	melao; 
statutory	­molao; 
stay	nna; 
steadily	ka tlhomamo; 
steady	tlhomame; 
steal	utswa; 
steel	tshipi;  setala; 
steer	laola; 
steering	laolang; 
step	kgato; 
steps	dikgato; 
sterling	­siameng thata; 
still	bepisa; 
stimulate	phaphamisa; 
stimulating	phaphamisang; 
stipulate	kaya ka tlhomamo; 
stipulated	kaile ka tlhomamo; 
stock	 losika;  diphatlho;  diruiwa; thoto;  leruo; 
stolen	utswitse; 
stone	 setone;  ntsha thapo; thapo; 
stop	emisa;  kganela;  khutlisa; 
storage	polokelo;  bobeelo; 
store	boloka;  setoro; 
stored	bolokile; 
stories	mainane; 
storm	sefefo; 
story	 setori; kanelo; 
storytellers	baanedi; 
storytelling	polelo ka setori; 
strategies	ditogamaano; 
strategy	 mosalatogamaano; togomaano; 
stream	 moedi; moela; 
streams	 meedi; meela; 
street	mmila;  tobeletso; 
streets	mebila; diterata; 
strength	bothata; 
strengthen	tiisa; 
strengthened	tiisitse; 
strengthening	thatafatso; 
stress	kgatelelo;  tobeletsa;  tobeletso; 
strict	tlhoko; 
strides	dikgato; 
strike	ipelaetsa; 
string	 senara; mogala; 
strip	apola; 
strips	apola; mesetwana ya lesela; 
strive	leka; 
striving	lekang; 
strong	thata;  nonofile; 
stronger	nonofile go feta;  thata go feta; 
strongly	 ka thata; ka nonofo; 
structural	­kago; 
structure	 sebopego;  popego; setheo; 
structures	ditheo;  dipopego; 
struggle	 kgaratlha; kgaratlho; 
struggles	kgaratlha; dikgaratlho; 
struggling	kgaratlho;  kgaratlhang; 
student	 morutwa; moithuti; 
students	 barutwa; baithuti; 
studies	dithuto; 
studio	phaposikgasetso; 
studios	diphaposikgasetso; 
study	ithuto; 
style	 setaele; mokgwa;  lenono la mmamodula; 
sub-item	selwana; 
sub-programme	lenaneonyana; 
subject	 serutwa;  sediri; ikobela;  motlhanka; 
subjected	ikobeditse; 
subjects	 didiri;  batlhanka;  ikobela; dirutwa; 
submission	tlhagiso; 
submissions	ditlhagiso; 
submit	 ineela; romela; 
submitted	gorositswe; 
submitting	romelang;  ineelang; 
subparagraph	temananyana; 
subpoena	tagafara; 
subregulation	molawananyana; 
subscribe	kwadisa; 
subscribed	kwadisitse; 
subsection	karolwana; 
subsections	dikarolwana; 
subsequent	latelang; 
subsequently	morago; 
subsidiary	setlamopotlana; 
subsidies	 diketleetso ka madi; mehago; diketleetso; 
subsidy	ketleetso;  mhago;  ketleetso ka madi; 
subsistence	madi a lekaneng; 
substance	sere; 
substances	dire; 
substantial	thata; 
substantially	ka thata; 
substantive	leina;  tlolomolaokgolo; 
substitute	moemedi;  kemedi;  emisetsa; 
substituted	emiseditse; 
substitutes	baemedi;  dikemedi;  emisetsa; 
substituting	emisetsang; 
succeed	tlhatlhama; 
succeeded	tlhatlhame; 
success	katlego;  tswelelopele; 
successes	 ditswelelopele; katlego; 
successful	-atlega; 
successfully	ka katlego; 
succession	tlhatlhamo; 
successor	motlhatlhami; 
such	jaaka; 
suffer	bogisa;  boga; 
suffered	 bogisitse; bogile; 
suffering	tshwenyega; 
sufficient	-lekaneng; 
sufficiently	mo go lekaneng; 
sugar	sukiri; 
suggest	tlhagisa; 
suggested	tlhagisitse; 
suggestion	tlhagiso; 
suggestions	ditlhagiso; 
suggests	tlhagisa; 
suitable	tshwanetseng; 
suitably	ka tshwanelo; 
sum	palo;  tlhakano; 
summary	 khutshwafatso; tshobokanyo; 
summer	selemo; 
summit	setlhoa; 
summits	ditlhoa;  disamiti; 
summoned	filwe tagafara; 
summons	tagafara; 
sun	letsatsi; 
sung	opetse; 
superior	-gaisa; 
supervisees	batlhokomelwa; 
supervision	tlhokomelo; 
supervisory	botlhokomedi; 
supplement	 setlaleletsi; tlaleletso; 
supplementary	-tlatsa; 
supplied	tlametse; 
supplier	mothelesi; 
suppliers	bathelesi; 
supplies	ditheleso; 
supply	 tlamelo;  thoto;  theleso; tlamela; 
support	 setshegetsi;  tshegetsa; tlamela;  tlhokomelo;  khutlola; 
supported	 tlametse;  khutlotse;  tshegeditse; tlhokometse; 
supporting	tlamelang;  tshegetsang; 
supportive	­tshegetsang; 
supports	 tshegetsa; tlamela;  tlhokomelo; ditshegetsi;  khutlola; 
supposed	tshwanetse;  tlamegile; 
supreme	 ­golo; botlhokwa; 
sure	bonnete; 
surely	ka nnete; 
surface	 rethefatsa;  sefatla; boalo; 
surplus	lefetiso;  tshalelo; 
surrender	ineela; 
surrounding	tikologong; 
surveillance	tebelelo ka kelotlhoko; 
survey	tekanyetso; 
surveyor	molekanyalefatshe; 
surveyors	balekanyalefatshe; 
surveys	ditekanyetso; 
survival	phologo; 
survive	falola;  phologa;  go falola; 
surviving	 phologang; falolang; 
suspect	belaela; 
suspected	belaetse; 
suspects	belaela; 
suspend	 lekeletsa; emisa;  katlholo ka taelo ya kutlwelobotlhoko;  - emisa; 
suspended	 lekeleditse;  - emisitsweng; emisitse; 
suspension	 motswako;  ditsweleletso; kemiso;  setshegetsamaotwana; 
suspensions	 dikemiso;  ditsweleletso; ditshegetsamaotwana; metswako; 
sustain	tshegetsa; 
sustainability	tsweletso; 
sustainable	­tswelelang; 
sustained	tshegeditse; 
sustaining	tshegetsang; 
swear	ikana;  roga; 
switch	tobetsa;  konopo; 
sworn	ikanne; 
symbol	 letshwao;  sekai; sekao; 
symbolic	­dikao; 
symbolically	ka dikao; 
symbolises	kaya; 
symbolism	bokao; 
symbols	matshwao;  dikai;  dikao; 
symposium	simphosiamo; 
symptom	sesupo; 
symptoms	ditshupabolwetse; ditshupo; 
system	thulaganyo; 
systematic	-thulaganyo; 
systematically	-ka thulaganyo; 
systemic	­thulaganyo; 
systems	dithulaganyo; 
table	 lenanekatiso;  tafole; lenaneo; 
tables	mananeo; mananekatiso;  ditafole; 
tabling	tlhagiso; 
tabs	dithebe; 
tackle	 go tlama; katerole; 
tag	thekete; 
tags	dithekete; 
take	tsaya; 
taken	tseile; 
takeover	gapa ka go reka dišere; 
takes	tsaya; 
taking	tsayang; 
tale	kanelo; 
talent	mpho; 
talented	- filwe; 
talents	dimpho;  ditalente; 
tales	dikanelo; 
talk	puo;  bua; 
talking	buang; 
talks	dipuo; 
tall	-leele; 
tangible	­bonalang; 
tap	kokota;  thepe; 
tape	theipi; 
target	ntlha; 
targets	dintlha; ditotwa; 
tariff	kelotefo; 
tariffs	dikelotefo; 
task	tiro; 
tasks	ditiro; 
taught	rutile; 
tax	lekgetho; 
taxable	-kgethisegang; 
taxation	lekgetho; 
taxes	makgetho; 
taxi	thekisi; 
taxpayer	mokgethi; 
taxpayers	bakgethi; 
teach	ruta; 
teacher	morutabana; 
teachers	barutabana; 
teaching	thuto; 
team	setlhopha; 
teams	ditlhopha; 
teaser	morumodi; 
technical	-thekeniki; 
technicians	bathekeniki; 
technique	 thekeniki; mokgwa; 
techniques	mekgwa;  dithekeniki; 
technologies	dithekenoloji; 
technology	thekenoloji; 
telecommunication	neeletsanyokgakala; 
telecommunications	tlhaeletsanokgakala; 
telephone	 thelefone; mogala; 
television	 thelebišene; tlhagisotshwantsho; 
tell	 lotlega; bolela; 
telling	bolelang; 
tells	 lotlega; bolela; 
temporarily	­ka nakwana; 
temporary	-lobakanyana; 
ten	lesome; 
tend	 oka; disa; 
tender	thennere; 
tenders	dithennere; 
tension	 kgagamalo; letsapa; 
tenure	pakatiro; 
term	 lereo;  kwatara; nako; 
terminate	khutlisa; 
terminated	khutlisitse; 
termination	khutliso; 
