ABET	Imfundvo yalabadzala; I-ABET; 
premised	chaziwe; 
premises	emabala elikhaya; 
preparation	 kulungiselela; emalungiselelo;  inhlanganisela;  hlanganisa; 
preparations	 kulungiselela; emalungiselelo; 
prepare	lungiselela; 
prepared	lungisiwe; Lungiselelwe;  lungele; 
preparing	lungiselela; 
prescribe	khetsa; 
prescribed	-khetsiwe; 
prescribing	kuncuma; 
prescription	 imilayeto; timiso; 
prescripts	lokuncunyiwe; 
presence	kubakhona; 
present	siphon;  nyalo; kubakhona; 
presentation	setfulo;  kunikelwa; 
presentations	tinkhulumo;  tetfulo; 
presented	kwetfulwa;  -tfula;  kwetfula; kuniwe siphon; 
presenting	 -tfula; kwetfula; 
presently	kwamanje; 
presents	tipho; 
preservation	 kulondvolotwa; kugcina; 
preserve	gcina; 
preserved	gcina; 
preserving	gcina; 
preside	kwengamela; 
presidency	kwamengameli; 
president	mengameli;  umengameli; 
president's	kwamengameli; 
presidential	kwamengameli; 
presidents	bomengameli; 
presiding	kwengamela; 
press	ayina;  cindzetela; 
pressing	kucindzetela; 
pressure	kucindzetela;  sicindzetelo; 
pressures	kucindzeteleka; 
prestigious	lokusezingeni lelisetulu; 
presumed	catjangangiwe; 
pretty	kuhlehliswa; 
prevail	chubeka ngemandla; 
prevailing	chubeka ngemandla; 
prevalence	bukhona besifo ngaleso sikhatsi; 
prevent	vikela; 
prevented	vikela; vimbela; 
preventing	 vikela; kuvimbela; 
prevention	kuvimbela; 
previous	lokwedlulile; 
previously	phambilini; 
price	intsengo; 
prices	tintsengo; 
pricing	kubeka intsengo; 
pride	 ligcabho; kutatisa; 
priest	umphristi; 
primarily	ikakhulu;  balulekile; 
primary	kwekucala; 
prime	sisusa sekucala; 
principal	 umphatsisikolo; thishelanhloko; 
principals	baphatsitikolo; bothishelanhloko; 
principle	umgomosisekelo; 
principles	imigomosisekelo; 
print	 kusicilela umbala; umbhalo; 
printed	-phrintiwe;  kusicilela umbala; bhala; 
printing	-phrinta;  umbhalo;  kusicilela umbala; kubhala; 
prior	ngembi;  phambili; 
priorities	-balulekile; 
prioritise	yenta kube kwekucala; lekubalulekile; 
prioritised	kwentiwa kube kwekucala; 
priority	-balulekile; 
prison	lijele; 
prisoner	siboshwa; 
prisoners	tiboshwa; 
prisons	emajele; 
privacy	 lingasese; imfihlo; 
privilege	imvumesibonelelo; 
privileged	kwentelwa umusa; 
privileges	emalungelo; 
prize	umklomelo; intsengo; 
prizes	tintsengo; 
proactive	 kuphakamela etulu; kuvula indlela; 
probably	mhlawumbe; 
probation	sikhatsi sekulindza; 
probe	buta; 
problem	inkinga;  sibalo; 
problems	tinkinga;  tibalo; 
procedural	ngekwenchubo; 
procedure	 kuhlindza; inchubo; 
procedures	 kuhlindza; tinchubo; 
proceed	chubeka; 
proceeding	kuchubeka; 
proceedings	lokuchubekako; 
proceeds	tinchubo; 
process	 indlelanchubo;  lungisa; luhlelo;  inchubeko; 
processed	 hambisa; hlela;  lungisa; chuba; 
processes	 tinchubo;  tindlelanchubo;  ndlulisa; tinhlelo; chuba; 
processing	 kuchuba;  lungisa; kuhlela; 
procession	ludvwendvwe; 
proclamation	simemetelo; 
procurement	kutfola tintfo letidzingekako; 
produce	umkhicito; 
produced	khicita; 
producer	umkhiphi (wemdlalo); 
producers	bakhiciti; bakhiphi (bemdlalo); 
produces	imikhicito; 
producing	kukhicita; khicita; 
product	 umphumela wekuphindzaphindza; sivuno; 
production	kukhicita;  kurekhoda; 
productions	imikhicito;  kurekhoda; 
productive	kukhicita; 
productivity	 kukhona kukhicita; kukhicita; 
products	imiphumela yekuphindzaphindza;  tivuno; 
profession	umsebenti lofundzelwe; umkhakha wetemfundvo; 
professional	chwepheshe;  sifundziswa;  -kwemsebenti lofundzelwe; 
professionals	tifundziswa; bocwepheshe;  tingweti; 
professions	 ticu tebungcweti; imikhakha yetemfundvo; 
professor	solwati; phrofesa; 
profit	inzuzo; 
profits	tinzuzo; 
profound	khulu;  mangalisako;  balulekile; 
program	luhlelo; 
programme	luhlelo; 
programmed	hlela; 
programmes	tinhlelo; 
programming	kuhlela;  kwakha tinhlelo; 
programs	tinhlelo; 
progress	inchubekelembili; 
progression	inchubekelembili; 
progressive	-tfutfukako;  -chubekako; 
prohibit	 alela; akukavumeleki; 
prohibited	kungavumeli; 
prohibition	sivimbeli;  kungavumeleki; 
projected	khulisiwe; 
projection	kuveta sitfombe; 
projections	kuveta sitfombe; 
projects	imiklamo; 
prominent	dvumile; yatiwako; 
promise	 tsembisa; setsembiso; 
promised	tetsembiso; tsenjisiwe; 
promises	tetsembiso; 
promote	tfutfukisa; 
promoted	tfutfukisa; 
promotes	khutsata; 
promoting	tfutfukisa; 
promotion	kwenyuswa; 
promptly	masinyane;  ngekushesha; 
promulgation	simemetelo; 
proof	bufakazi; 
proper	kahle; 
properly	 ngalokufanele; kahle; 
properties	timphahla;  timphawu; 
property	 luphawu; imphahla; 
proportion	incenye;  kulingana;  kulinganisa nemphumela; 
proposal	siphakamiso; 
proposals	tiphakamiso; 
prosecute	shushisa; 
prosecuted	shushisiwe; 
prosecuting	kushushissa; 
prosecution	kushushisa; 
prosecutions	kushushisa; 
prosecutor	umshushisi; 
prosecutors	bashushisi; 
prospective	 lokutako; lokulindzelwe; 
prospectus	incwajana yekucacisa; 
prosperity	kuphumelela; bunjinga; 
prosperous	kuphumelela; 
prostitution	bungwadla; 
protect	vikela; 
protected	vikela; 
protecting	vikela; 
protection	kuvikela; 
protector	 umvikeli; Iphorthekhtha; umvikeli; 
protest	 shuca; sikhalo; 
protests	tikhalo;  imishuco; 
protocol	umbandzela lobekiwe; 
protocols	imibandzela lebekiwe; 
proudly	ngelicabho; 
prove	cinisekisa; khombisa;  kubonakalisa;  fakaza; 
proved	khombisa;  kubonakalisa;  cinisekisa; 
proven	 khombisile; cinisekisiwe; kucinisekisa; 
provide	niketa; pha; 
provided	niketa; 
provident	ingcamu; 
provider	umniketi; umtfulinsita; 
providers	batfulitinsita; baniketi; 
provides	batfulitinsita; baniketi;  -nika; 
providing	kuniketa;  phani; 
province	sifundza; 
province's	kwesifundza; 
provinces	tifundza; 
provincial	kwesifundza; 
provision	 umphako; kuphakela; umbandzela;  kunika emandla;  ingcamu; 
provisions	 tingamu;  umphako; ingcamu; Imibandzela;  imiphako;  kunika emandla; 
proviso	umbandzela; 
proxy	ummeleli;  lomelele;  emandla ekumelela; 
prudent	hlakaniphile; 
prudential	ngekuhlakanipha; 
psychological	kwengcondvo; kwetengcondvo; 
public	 -wonkhewonkhe; wonkhewonkhe; 
publication	umbhalo loshicilelwe; 
publications	imibhalo leshicilelwe; 
publicly	ngalokusebaleni; 
publish	memetela; 
published	memetela; shicilelwe; 
publisher	umshicileli;  umkhiphi; 
publishers	bashicileli;  bashicileli; 
publishes	shicilela; memetela; 
publishing	shicilela; memetela; 
punishment	kujezisa; 
purchase	 tsenga; kutsenga; 
purchased	 tsenga; kutsenga; 
purchases	 tsenga; kutsenga; 
purporting	kwesekela; 
purpose	injongo; 
purposes	tinjongo; 
pursuant	fanele; 
pursue	landzelela; 
pursued	landzelela; 
pursuing	kulandzelela; 
pursuit	landzela; 
put	beka; 
puts	beka; 
putting	beka; 
qualification	lilungelo;  siciniseko sekucecesheka;  siciniseko sekutsi umuntfu uceceshiwe; 
qualifications	ticu; 
qualified	-nelilungelo; 
qualify	 bunjani;  -emukeleka; chaza; 
qualifying	tfwasa;  kufaneleka;  -emukeleka;  faneleka; chaza; 
qualitative	lokungiko; 
qualities	bunjalo; 
quality	bunjalo; 
quantitative	-kwelinani; bunyenti; 
quantity	linani; 
quarter	ikota; 
quarterly	ngekota; 
quarters	emakota; 
queries	imibuto; 
quest	 kuhlwaya; kufuna lwati ngalokutsite; 
question	umbuzo; 
questioned	buta; 
questionnaires	tinhlumbuto; 
questions	imibuto; 
quickly	masinyane;  ngekushesha; 
quite	mbamba; 
quorum	linyenti lelidzingekako; 
quotations	ticashunwa; 
quote	caphuna; 
race	 buhlanga;  umjako; sive;  umjaho; 
races	 tinhlanga; Imicudzelano; 
racial	kwesive; 
racism	buhlanga; 
radio	umsakato; 
raid	kuhlasela; 
rail	umgibe; 
railway	 jantji; loliwe; 
rain	imvula;  -ina;  iyana; 
rainbow	umushi wenkosazana; 
rainfall	kuna kwemvula; 
raise	khuphula; 
raised	khuphula; 
raises	khuphula; 
raising	khuphula; 
rally	umhlangano lomkhulu; 
rand	lirandi; 
range	 libanga;  simo semandla eliphimbo;  libanga lelincunyiwe; budze; 
ranges	 simo semandla eliphimbo; tinhlobo;  kwenteka ngemandla;  budze; 
ranging	 libanga;  simo semandla eliphimbo; budze;  emabanga lancunyiwe; 
rank	indzawo; 
ranks	tigaba; 
rape	 bamba;  kugagadlela;  dlwengula; kubamba; 
rapidly	ngekushesha; 
rare	akukavami; 
rate	 linganisa;  silinganiso sentfutfuko; bungako; 
rather	lokungenani; 
ratification	vumela;  cinisa; 
ratified	 vunyelwe; cinisiwe; 
rating	kuhlelembisa; 
ratings	kuhlelembisa; 
ratio	 ireshiyo; kwelamalamana;  kwelamana; 
rationalisation	kuchaza; 
raw	-kahlutwa; luhlata; 
reach	fika; finyelela; 
reached	-finyelele; fikile; 
reaching	fika; finyelela; 
read	fundza; 
reader	umfundzi;  incwadzi yekufundza; 
readers	 tincwadzi tekufundza; bafundzi; 
readily	ngekushesha; 
readiness	kulungela; 
reading	kufundza; 
ready	lungile; 
reaffirm	cinisekisa; 
real	mbamba;  kona kona; 
realisation	kucondza;  kuzuza; kwenteka; 
realise	tfola; 
realised	kwentekile;  -zuzile; -bonile; 
realising	-bona;  -zuza; kwenteka; 
realities	emaciniso; 
reality	mbamba; 
realization	-bona;  -zuza; kwenteka; 
realize	 enteka; -zuza;  -bona; 
really	mbamba; 
reason	 cabanga; sizatfu; 
reasonable	-vakalako; 
reasonably	ngalokufanele; 
reasons	 imicabango; tizatfu; 
reburial	kungcwatjwa kabusha; 
recall	kususwa esihlalweni; 
recapitalisation	kutfutfukisa umnotfo ngetindlela letinsha; 
receipts	emarisidi; tiliphi; 
receive	tfola;  yemukela; 
received	tfola;  -emukela; 
receives	tfola;  -emukela; 
receiving	tfola;  -emukela; 
recent	sandza kenteka; 
recently	sandza kenteka; 
recession	kwehla kwemnotfo; 
recipient	umemukeli; 
recipients	bemukeli; 
reclaim	buyisa lokungekwakho; 
recognise	bona;  vuma;  emukela; 
recognised	 bonwa; hlonishwa; 
recognises	bona;  hlonishwa; 
recognising	kubona; 
recognition	kubona; 
recognize	kubona; 
recognized	 bonwa; hlonishwa; 
recommendation	siphakamiso;  kuncoma; 
recommendations	tiphakamiso;  kuncoma; 
recommended	tusa; 
recommends	ncoma; 
reconciliation	kubuyisana; 
reconstruction	kwakha kabusha; 
record	 kubhalwa kwemphahla;  rekhoda;  lirekhodi; bhala; 
recorded	 kubhalwa kwemphahla;  rekhoda; bhala;  emarekhodi; 
recording	kutsatsiswa; 
records	 kubhalwa kwemphahla; umbhalo;  lirekhodi;  emarekhodi; 
recover	phindze utfole; 
recovered	 phindze utfole; thulela; 
recovery	 kululama; kusindza;  kwelulama; 
recreation	 kutiphumulisa;  kudala kabusha; kukhibika; 
recreational	kukhibika; 
recruitment	kugcogca bantfu; 
rectify	lungisa; 
recycling	kuhlanta;  kujikeletisa; 
red	bovu; 
redistribution	sabalalisa kabusha; 
redress	lungisa; 
reduce	nciphisa; 
reduced	nciphisa; 
reducing	kunciphisa; phendvulela; 
reduction	kunciphisa; 
reductions	kunciphisa; 
refer	condzisa ku-; -endlulisa; 
reference	iriferensi; 
references	emariferensi; 
referral	kwendluliswa; 
referred	ndlulisiwe; 
referring	conndzisa; 
refers	condzisa ku-; 
reflected	phindziseleka; 
reflecting	phindziseleka; 
reflection	 kubuyiswa emuva; fanana; 
reflective	khombisa; 
reflects	buyeketa; 
reform	 kugucuka; luntjintjo;  gucuka; 
reforms	 kugucuka; luntjintjo;  gucuka; 
refund	kubuyisela;  buyisela; 
refurbishment	kulungisa; 
refusal	kwala; 
refuse	 ala; tibi; 
refused	 ala; tibi; 
refuses	 ala; tibi; 
regard	tsatsa ngekutsi; 
regarded	tsatsa ngekutsi; 
regarding	macondzana; 
regardless	ngekungabi nendzaba; 
regards	mayelana; 
regeneration	 kuvusetela; kuvuselela; 
regime	umbuso; 
region	 sifundzave; sifundza;  sigodzi; 
regional	kwesifundza;  -kwesigodzi; 
regions	 tigodzi; tifundza; 
register	 bhalisa; irejista; 
registered	bhalisa; 
registering	kubhalisa; 
registers	emarejista; 
registrar	mabhalane; 
registration	kubhalisa; 
registries	emarejista; 
registry	kubhalisa; 
regular	 -yenteka njalo;  -tayelekile; ngekwemgomo;  -ngendlela; 
regularly	ngalokuvamile; 
regulate	lawula; 
regulated	lawula; hambisa ngendlela; 
regulates	lawula; hambisa ngendlela; 
regulating	lawula; hambisa ngendlela; 
regulation	 simiso; timiso; 
regulations	timiso; 
regulator	umlawuli; silawuli; 
regulators	tilawuli; balawuli; 
regulatory	lawula; 
rehabilitation	kubuyisela similo; 
rehearsal	kutilolonga; 
rehearsals	kutilolonga; 
reinforce	vumela;  cinisa; 
reintegration	kuhlanganisa kabusha; 
reiterate	phindza;  gcizelela; 
reiterated	phindza;  gcizelela; 
reject	 ala; kwala; 
rejected	 ala; kwala; 
relate	chaza; landzisa; 
related	-nebuhlobo; 
relates	chaza; landzisa; 
relating	chaza; landzisa; 
relation	budlelwane; 
relations	budlelwane; 
relationship	budlelwane;  kuhlobana;  bungani betingani; 
relationships	budlelwane;  kuhlobana;  bungani betingani; 
relative	 sibaluli; sihlobo;  kuya nge-;  tihlobo; 
relatively	kulingana;  nakucatsaniswa; 
relatives	 tibaluli; tihlobo; 
release	khulula; 
released	khulula; veta;  khululiwe; 
releases	khulula; veta; 
relevance	hambisana; 
reliable	-tsembekile; 
relief	lusito;  kucopha; 
religion	inkholo; 
religions	tinkholo; 
religious	kwenkholo;  -kwenkholo; 
rely	tsembela; 
remain	sala; 
remainder	 insalela; lokusele; 
remained	sala; 
remaining	sala; 
remains	tinsalela; 
remand	buyisela emuva; 
remarkable	 -mangalisako; kuhle kakhulu; 
remarks	kuphawula; 
remedies	emakhambi; 
remedy	likhambi; 
remember	khumbula; 
remembered	khumbula; 
remembrance	kukhumbula;  inkhumbulo; 
remind	khumbuta; kukhumbuta; 
reminded	khuntjutwa; kukhumbuta; 
reminder	sikhumbuto; 
reminders	tikhumbuto; 
remote	-khashane; 
removal	 kuhambisa; kususa; kukhipha; 
remove	susa; 
removed	susa; 
removing	susa; 
remuneration	 imbadalo; inkhokhelo; 
renaissance	kukhula kwalokusha; imvuselelo yelwati; 
renamed	camba kabusha; 
renaming	kwetsa ligama kabusha; 
render	nika; 
rendered	nika; 
rendering	nika; 
renew	enta busha; 
renewal	kuvuselela; 
renewed	enta busha; 
renovations	kulungisa; 
renowned	dvumile;  -yatiwa kakhulu; 
rent	 tsela; intsela;  irenti; 
rental	kurenta; 
repair	kukhandza; 
repairs	 kukhandza; kulungisa; 
repatriation	buyisela eveni lakubo; 
repeal	citsa; sula; 
repealed	citsiwe; sula; 
repeals	citsa; sula; 
repeat	phindza; 
replace	kubuyisela;  misa;  vala; 
replaced	 kufaka esikhundleni salokunye; faka esikhundleni salokunye; 
replacement	kumisa; 
replies	timphendvulo; tiphendvulo;  phendvula; 
reply	kuphendvula; timphendvulo;  phendvula; 
report	 bika; umbiko; 
report-back	 kwetfula umbiko; kubita; 
reported	imibiko;  bika; 
reporting	umbiko;  kubika; 
reports	imibiko; 
reposition	kuma kabusha; 
repositioning	kuna kabusha; 
repository	 silondvoloti; indzawo yekubeka; 
representation	kumelwa;  kumela; 
representations	kumelwa;  kumelela; 
representative	 ummeleli; ummeli; 
representatives	 ummeleli; ummeli; 
represented	melela; 
representing	kumelela; 
represents	tipho; 
repressive	vimbela; 
republic	iriphabliki; 
republics	emariphabhliki;  emariphabliki; 
request	sicelo; 
requested	cela; 
requester	locelako; 
requesting	kucela; 
requests	ticelo; 
require	dzinga; 
required	dzinga; 
requirement	sidzingo; 
requirements	sidzingo; 
requires	dzinga; 
requiring	kubuta; 
requisite	lokufunekako;  lokudzizngekako; 
rescue	 kusindzisa; sindzisa; 
research	 cwaninga;  lucwaningo; kusesha; 
researcher	umcwaningi; 
researchers	bacwaningi; 
reservation	bekwe eceleni; lebekelwe; 
reserve	 lolindzile;  sabelo; gcina;  londvolota; 
reserved	bekwe eceleni; 
reserves	 sabelo; gcina;  londvolota; labalindzile; 
residence	indzawo yekuhlala; likhaya; 
residential	indzawo yekuhlala; -kwekuhlala; 
residents	bahlali; 
resides	hlala; 
residing	hlala; 
resignation	kuyekela; 
resilience	kumelana nebumatima; 
resistance	 kumelana; kuvimbela;  kwala;  kucinisela; 
resolution	 simiso; sincumo; 
resolutions	timiso;  tincumo; 
resolve	sombulula; 
resolved	sombulula; 
resolving	kusombulula; 
resounding	vakala kakhulu; 
resource	timbiwa; 
resources	timbiwa; 
respect	inhlonipho; 
respected	hlonishwa; hlonipha; 
respective	ngekufanana; 
respectively	ngekulandzelana; 
respects	Tinhlonipho;  uyahlonipha; 
respond	phendvula; 
responded	phendvula; 
respondent	umbekacala; 
respondents	babekacala; 
responding	phendvula; 
responds	phendvula; 
response	imphendvulo;  phendvula; 
responses	timphendvulo; 
responsibilities	 tibopho; imitfwalo; 
responsibility	 sibopho; umtfwalo; 
responsible	-nesibopho; 
responsive	sabelako;  vumelako; 
rest	 sikhawu; kuphumula; 
restitution	kubuyisana;  kubuyisela umhlaba; 
restoration	buyisela esimeni sako; 
restorative	kubuyela esimeni lesifanele; 
restore	buyisela esimeni sako; 
restored	 buyiselwa esimeni lesifanele; buyisela esimeni lesifanele; 
restoring	kubuyisela esimeni lesifanele; vuselela; 
restraint	vimbela ; 
restricted	beka umkhawulo; 
restriction	akukavumeleki; 
restrictions	imikhawulo; 
restructuring	kulungisa kabusha;  kuhlela kabusha; 
result	umphumela; 
resulted	umphumela; 
resulting	umphumela; 
results	imiphumela; 
retail	kutsengisela; 
retain	gcina; 
retained	gciniwe; 
retention	 kugcinwa; 
retire	kutsatsa umhlalaphansi; 
retired	 kutsatsa umhlalaphansi;  kutsatsa impesheni; kutsatsa umhlalaphasi; 
retirement	imphesheni; 
retrieval	kukhipha; 
return	 kubuyela emuva; kubuyisa; 
returned	kububuya; 
returns	kubuya; 
reveal	 kubeka ebaleni; kukhiphela ebaleni; 
revealed	kukhishelwa ebaleni; 
revenue	 timali letingenako; imalingena; 
revenues	 timali letingenako; imalingena; 
reverse	guculela; 
review	buyeketa; sibuyeketo; 
reviewed	buyeketa; buyeketiwe; 
reviewing	 kubuyeketa; buyeketa; 
reviews	tibuyeketo; kubuyeketa; 
revise	buyeketa; 
revised	buyeketa; 
revision	kubuyeketa; 
revisions	kubuyeketa; 
revitalisation	kwenta kancono; kufaka emandla lamasha; 
revoke	buyisa; citsa umyalo; 
revolution	 kucitsa umbuso; kuphendvuka lokugcwele; 
revolutionary	-mayelana nengucuko/nekuvukela; 
reward	umvuzo; umklomelo; 
rhino	bhejane; 
rich	njinga; 
right	 ngesekudla; kahle;  lungile;  sekudla; 
rightful	fanele; 
rights	emalungelo; 
rise	phakama;  yenyukela; 
rising	kuvuka;  kuphakama; 
risk	bungoti; 
risks	bungoti; 
river	umfula; 
rivers	imifula; 
road	umgwaco;  umgwanco; 
roads	imigwaco; 
robust	namandla; 
rock	lidvwala; 
rod	 luswati;  silinganisa; indvuku; 
role	indzima; 
role-players	badlalindzima; 
roles	tindzima; 
roll	bhalisa; 
roll-out	calisa kusebenta; 
rolled	kugicika; 
rolling	kugicika; 
rollout	calisa kusebenta; 
rolls	emaroli;  gicika; 
room	likamelo; 
rooms	emakamelo; 
root	 umsuka; imphandze; 
rooted	simile; cinile; 
roots	timphandze; 
rose	phakama;  khuphuka; 
round	 indilinga;  indingilizi; umjikeleto; 
rounded	 indilinga; tungeletiwe; indingilizi;  jikeleta;  -fakwe ekhatsi; sandingilizi; 
roundtable	ingcoco; 
route	indlela; 
routes	tindlela; 
routine	inkhambiso; 
royal	 -kwebukhosi; bukhosi; kwasesigodlweni; 
royalties	 luhlobo lolutsite lwemali; basesigodweni; imali letfolwa babhalimabhuku njalo ngemnyaka; 
royalty	imali letfolwa babhalimabhuku njalo ngemnyaka; 
rule	 irula;  kubusa; umtsetfo; 
rules	 emarula; imitsetfo; 
ruling	sincumo; 
rulings	tincumo; 
run	gijima; baleka; 
running	kuphatfwa kwelikhaya; gijima; baleka; 
runs	gijima; baleka; 
rural	emakhaya;  liphandle;  -maphandleni; 
sacred	ngcwele; 
sacrifice	 nikela; umnikelo;  kunikela; 
sacrifices	 nikela; iminikelo;  kunikela; 
saddened	kuba lusizi;  phatseka kabi; 
sadness	kudzangala; 
safe	sisefo;  -phephile; 
safeguard	kuvikela; 
safeguarding	kuvikela; 
safety	 kuphepha; kuvikeleka; 
said	tsite; 
salaries	imiholo; emaholo; 
salary	 liholo; umholo; 
sales	lokutsengiswako; 
salute	-bingelela ngenhlonipho; bingelela;  kubingelela ngenhlonipho; 
same	ngalokufananako; 
sample	 isampula; sifaniso; 
samples	emasampuli; 
sampling	 kufanisa; kusampula; 
san	Umutfwa; 
sanction	kunklinywa; 
sanitation	 kuvikela ekungcoleni; tindlela tekususa tinsila; 
sap	inkhovu; 
saps	bomanafu; 
satisfaction	kwenelisa; 
satisfactory	netisa; 
satisfied	-enelisa; 
satisfies	enelisa; 
save	vimba; 
saving	konga; 
savings	imali leyongiwe; 
saw	lisaha; 
say	tsani; 
saying	sisho; -tsi; 
says	utsi; 
scale	ngemanotsi laphelele;  sikalo;  inkhwetfu; 
scarce	-yindlala; 
scene	 indzawo yesento; sicephu;  sigaba semdlalo; 
scenes	 tigaba semdlalo;  tindzawo tesehlakalo; tehlakalo; 
schedule	luhlelo;  ishejuli; 
scheduled	faka eluhlelweni;  kufwaka eluhlelwenimsebenti; fakwa kuluhlelomsebenti; 
schedules	 tinhlelomsebenti;  emashejuli; tinhlelo; 
scheduling	 kwenta luhlelo; kwenta ishejuli; kuhlela luhlelomsebenti; 
scheme	luhlelo lwemisebenti; 
schemes	 tinhlelo temisebenti; tikimu; 
scholar	umntfwana wesikolwa; Umfundzi;  umntfwna wesikolwa; 
scholars	 bantfwana besikolwa; bafundzi; 
scholarship	umfundzate; 
school	sikolo; 
schooling	kufundza; 
schools	tikolo; 
science	isayensi; 
sciences	emasayensi; 
scientific	-nesayensi; 
scope	umgamu;  lokufundvwako; 
score	 luhlelo lwetindlela lolubhaliwe;  emashumi lamabili;  ligoli; umphumela;  umculo lobhalwe phasi;  dvweba; 
scorecard	likhadimaphuzu; 
scoring	 kutfola lokufunako; kunika emamaki;  kuniketa emamaki; 
scourge	kubhubhisa; 
screen	 buso;  sihenco; hlola; 
screening	kuhlolisisa; 
script	umbhalo;  liphepha; 
scrutinise	funisisa; 
scrutiny	kuhlolisisa; 
sculpture	 sitfombe lesibatiwe;  kubata; kucopha; 
sea	lwandle; 
seal	 nameka; sivimbo; 
sealed	vala;  namatsisela; 
search	 phenya; sesha; 
searched	 seshile; phenyile; 
season	 sikhatsi semnyaka; sikhatsi semidlalo; 
seasonal	-kwetikhatsi temnyaka; ngetikhatsi letitsite; 
seasons	 tikhatsi temidlalo; tikhatsi temnyaka; 
seat	 kulabakhulu; sikhundla; 
seats	tikhundla;  tihlalo; 
sec	kwesibili; 
second	 inombolo yesibili; sekela;  kwesibili; 
secondary	ngephansi; 
secondly	kwesibili; 
secret	imfihlo; 
secretariat	lihhovisi lebubhalane; 
secretary	lobhala; 
secretary-general	mabhalene jikelele; 
section	 sigaba semsebenti;  sigaba sencwadzi; sigaba;  incenye; 
sectional	umkhakha; 
sections	 tigaba sencwadzi;  tigaba semsebenti;  tigaba; tincenye; 
sector	umkhakha; 
sectors	tincenye ; imikhakha;  imikhakha; 
secure	londvolota; 
secured	londvolota; -londvolotekile; 
securing	kulondvolota; 
securities	tibambiso; 
security	kuvikela;  sibambiso;  kuvikeleka; 
see	buka; 
seeing	bona; 
seek	funa; 
seeking	funa; 
seeks	funa; 
seem	 bonakala sengatsi; bukeka sengatsi; 
seems	 bonakala sengatsi; bukeka sengatsi; 
seen	bonwa; 
segment	sigamu; 
segregation	kubandlulula; lubandlululo; 
seize	bamba;  emuka; 
seized	bamba;  banjwa; 
seizure	kucaleka; 
select	khetsa; 
selected	khetsiwe; 
selection	kwela; 
self	buwena; bumine; 
self-determination	kutikhetsela; kutimisela; 
self-sufficiency	kuna nako konkhe lokudzingako; 
selfless	kutidzela; 
sell	tsengisa; 
selling	kutsengisa; 
seminar	Isemina;  ingcungcutsela; umhlangano; 
seminars	imihlangano; Emasemina;  tingcungcutsela; 
send	 tfuma; tfumela; 
sending	 tfuma; tfumela; 
sends	 tfuma; tfumela; 
senior	lomkhulu; 
sense	umuva; 
sent	 tfumela; tfumele; Tfunyelwe; 
sentence	umusho;  sigwebo; 
sentenced	 kwetjwa; gwetjwa; 
sentences	 tigwebo; imisho; 
sentencing	kugweba; 
separate	 hlukene; ehlukene;  ehlukanisa; 
separated	-hlukanisa; -ehlukene;  -hlukene;  -ehlukanisa; 
separately	ngekwehlukana; 
separation	kwehlukana; 
sequestration	kudliwa;  kwemukwa sikhashana; 
series	 lokulandzelanako; luchungechunge; 
serious	mbamba; 
seriously	 ngekweliciniso; mbamba; 
servant	sisebenti; 
servants	tisebenti; 
serve	 phakela;  sebentela; tfumela; 
served	 phakela;  sebentela; sita; tfumela; 
serves	 phakela;  sebentela; sita; tfumela; 
service	 insita; insita; umsebenti; 
serviced	lungisiwe;  sita;  yentelwe lokutsite; 
services	 tinsita; imisebenti; 
serving	 phakela;  kudvonsa sigwebo ejele;  sebentela; sita; tfumela; 
session	sikhatsi; 
sessions	tikhatsi; 
set	indzawo;  isethi;  lokuhambelanako;  tsatsisa; 
seta	i-seta; 
sets	 lokuhambelanako; emasethi;  cipha; 
settle	hlala;  misa; 
settled	sitsile; Hlalisekile;  tintile; 
settlement	indzawo;  indzawo leyakhiwe;  kwakha; 
settlements	tindzawo;  takhiwo;  tindzawo tekuhlala; 
settler	umchamuki;  sakhi; 
settlers	 bachamuki; bahlali; 
seven	sikhombisa; 
severe	 -matima; -nemandla; 
sew	tfunga; 
sewing	kutfunga; 
sex	bulili; 
sexual	-netemacansi; 
sexually	ngekwemacasi; 
shall	kwenteka; 
shape	simo;  bumba; 
shaped	bumbekile; 
shapes	-akha;  bumba; bobunjwa; 
shaping	kubata; 
share	 abela;  kwabelana; sabelo; 
shared	kwabelana;  abela;  kwabelana; sabelo; 
shareholder	umninimasheya; umhlanganyeli ebhizinisini; 
shareholders	baninimasheya; bahlanganyeli ebhizinisini; 
shareholding	kuba nemasheya; 
shares	 emasheya; kwabelana; Bolekana;  kwabelana; 
sharing	bolekana;  abela;  kwabelana; sabelo; 
shark	shaka; 
sharks	shaka; 
sharp	bukhali; 
she	yena; 
shedding	kususa;  kuhhohloka; 
sheet	 lishidi; liphepha; 
sheets	ticwencwe; emaphepha;  emashidi; 
shelter	 khosela; indlu;  likhaya; 
sheriffs	bomabhalane benkantolo yemajaji; 
shift	khwesha; 
shifted	khwesha; 
shifting	khwesha; 
shifts	khwesha; 
ship	umkhumbi; 
shipping	kuhambisa ngemkhumbi; 
ships	imikhumbi; 
shock	kwetfuka; 
shocked	kwetfuka; 
shocks	kwetfuka; 
shop	sitolo; 
shopping	kutsenga; 
shops	titolo; 
shore	lusentse; 
shores	Tinsentse telwandle; 
short	-fishane; 
short-term	sikhashana; kwesikhashana; 
shortage	kushoda; kweswelakala; 
shortages	 kushoda; kweswelakala; 
shorter	fishane kakhudlwana; 
