ABET	IABET; 
enrolled	bhalisile; 
enshrined	fakiwe;  gcinwe; 
ensue	ukulandela; 
ensuing	ukulandela; 
ensure	ukuqinisekisa; 
ensured	ukuqinisekisa; 
ensures	ukuqinisekisa; 
ensuring	ukuqinisekisa; 
entail	ukubanga; 
entails	ukubanga; 
enter	qalisa; 
entered	qalisa; 
entering	qalisa; 
enterprise	ishishini; 
enterprises	amashishini; 
enters	qalisa; 
entertainment	izinto zokonwabisa; 
entirely	ngokupheleleyo; 
entities	izinto ezikhoyo; 
entitled	 ukuba nelungelo;  ukubizwa; isihloko; 
entity	into ekhoyo; 
entrance	isango;  umnyango; 
entrepreneur	umrhwebi; 
entrepreneurial	eyorhwebo; 
entrepreneurs	abarhwebi; 
entrepreneurship	ukurhweba; 
entries	amasango;  iminyango; 
entrusted	ukuphathisa ngethemba; 
entry	ukungena; 
envelope	imvulophu; 
environment	ubume bemeko yendawo;  okungqongileyo;  indalo nokusingqongileyo;  okusingqongileyo; 
environmental	eyokusingqongileyo; 
environments	 indalo nezisingqongileyo; ezisingqongileyo;  ubume bemeko yendawo; 
envisaged	zimisele; cingile; 
envisages	 zimisela; cinga; 
epidemic	 indyikityha yesifo esosulelayo;  indyikitya yokufa;  indyikitya yesifo esisulelayo endaweni ethile okwexesha; ubhubhane; 
equal	ukulingana;  ngokulinganayo; 
equally	ngokulinganayo; 
equals	zilingana; 
equipment	 izixhobo zokusebenza; impahla; 
equipped	lungiselelwe; xhotyisiwe; 
equitable	elungileyo;  enobulungisa; 
equity	ubulungisa; 
equivalent	ukulingana; 
era	ixesha elithile ezimbalini; 
eradicate	 ukuphelisa; ukutshabalalisa; 
eradicating	 ephelisayo; etshabalalisayo; 
eradication	ukutshabalalisa; 
error	isiphosiso; 
errors	iziphosiso; 
escape	ukugcagca;  gcagca; 
escapes	imiphuncuko; iintsabo; 
especially	ngakumbi; 
essence	isinongo; 
essential	efunekayo;  okufunekayo; 
essentially	ngokufunekayo; ngokubalulekileyo; 
establish	ukuseka; 
established	ukuseka; sungulwe; 
establishes	ukuseka; sungula; 
establishing	ukuseka; sungula; 
establishment	 iziko elimisiweyo; isiseko; 
establishments	 amaziko amisiweyo; iziseko; 
estate	umhlaba;  ilifa; 
estates	umhlaba;  ilifa; 
esteemed	ethandwayo;  ehlonelwayo;  ecingelwa phezulu; 
estimate	uthelekelelo;  qikelela; 
estimated	uthelekelelo;  qikelela; 
estimates	iingqikelelo;  iintelekelelo; 
ethical	eyeenqobo ezisesikweni; eyemikhwa esesikweni; 
ethics	indlela yokuziphatha;  indlela yokuziphatha esulungekileyo; 
ethnic	 ngokobuzwe; ngokobuhlanga; 
ethnicity	ubuhlanga; 
ethos	imithetho yentlalo yabantu abathile; 
evaluate	hlola; 
evaluated	hlolile; 
evaluating	ukuhlola; 
evaluation	 ukuhluza; ukuvavanywa; 
eve	ukuhlwa phambi kosuku oluthile; 
even	ukulingana; 
evening	ngorhatya;  ukuhlwa; 
event	isiganeko; 
events	iziganeko; 
eventually	ekugqibeleni; 
ever	 nakha; nanini;  wakha; 
every	onke; 
everybody	wonke ubani; 
everyone	bonke; 
everything	yonke into; 
evidence	 ingqinisiso; ubungqina; 
evident	cacileyo;  ahlukileyo; 
evolve	ukudala;  velisa; 
evolved	ukudala;  velisa; 
evolving	ukudala;  velisa; 
exactly	kanyekanye; ncam; 
examination	 uviwo;  ukuxilonga; uvavanyo; 
examinations	iimvavanyo;  iimviwo; 
examine	vavanya; 
examined	 viwe; vavanyiwe; 
example	umzekelo; 
examples	imizekelo; 
exams	iimviwo; iimvavanyo; 
exceed	gqithisa; 
exceeded	gqithisile;  ngaphezu kwa-; 
exceeding	dlulisileyo;  gqithisileyo; 
exceeds	gqithisa; ngaphezu kwa-; 
excelled	 ncamisileyo; balaseleyo;  gqwesileyo; 
excellence	ukugqwesa; 
excellent	-hle kwaphela; 
except	-ngaphandle; 
exception	isinxaxhi;  isiphambuko; 
exceptional	khethekileyo;  ngokungaqhelekanga; 
excess	into engaphezu komlinganiselo; 
excessive	ngokugqithileyo; 
exchange	 ulwananiso; utshintshiselwano; 
exchanges	 ulwananiso; utshintshiselwano; 
excise	 irhafu yezinto zasekhaya;  irhafu yelizwe; ukukhupha; 
excitement	ihlombe; 
exciting	ebang' ihlombe; 
exclude	shiya; 
excluded	thintele; 
excludes	shiya; 
excluding	thintela; 
exclusion	uthintelo; 
exclusions	izithintelo; 
exclusive	 ekhethekileyo; eyodwa; 
exclusively	ngokukodwa;  ngokukhethekileyo; 
execute	ukuphumeza;  ukuqabelisa; 
executed	uphumezile ;  uqabelisile; 
executing	ukuphumeza;  ukuqabelisa; 
execution	ukubulala; 
executive	 umlawuli oyintloko; isigqeba; 
executor	umabi welifa; 
exempted	khululekile; 
exemption	ukhululo; 
exemptions	ukhululo; 
exercise	umsebenzi;  uthambo; 
exercised	thamba; umsebenzi;  uthambo; 
exercises	imisebenzi;  ukuziqhelisa;  imithambo; 
exercising	thamba; umsebenzi;  uthambo; 
exhibit	isiboniso;  into engqinelayo; 
exhibition	umboniso; 
exhibitions	iimboniso; 
exile	 ukufuduswa; ukugxothwa; 
exist	 ukubakho; bakho; 
existed	ukubakho;  ubekho; 
existence	ubukho; 
existing	ekhoyo; 
exists	 ukubakho; bakho; 
exit	 isango lokuphuma; ukuphuma; 
expand	 anda; ukwandisa; 
expanded	 anda; ukwandisa; 
expanding	 anda; ukwandisa; 
expansion	 ulwandiso; ukwanda; 
expect	ukulindela; 
expectation	okulindelweyo; 
expectations	okulindelweyo; ulindelo; 
expected	ukulindela; 
expedient	encedayo; elicebo; 
expenditure	inkcitho; 
expense	iindleko; 
expenses	iindleko; 
expensive	-dulu; 
experience	amava; 
experienced	amava; 
experiences	amava; 
experiencing	amava; 
expert	ingcali; 
expertise	ingcaphephe; 
experts	iingcali; 
expired	 iphelelwe lixesha; uphefumlele ngaphandle; 
expiry	ukuphelelwa lixesha; 
explain	chaza; 
explained	chaza; 
explains	chaza; 
explanation	inkcazo; 
explanatory	echazayo; 
explicit	cacileyo;  ahlukileyo; 
exploitation	ukuzisebenzisela; 
explore	 ukuhlola ilizwe; ukuhlola; 
explored	 ukuhlola ilizwe; phonononga; ukuhlola; 
explores	 ukuhlola ilizwe; phonononga; ukuhlola; 
exploring	 ukuhlola ilizwe; phonononga; ukuhlola; 
expo	umboniso; 
export	 ukuthunyelwa kwamaxwebhu ngekhompyutha;  uthumelo; iimpahla ezithunyelwayo;  thumela kwelinye ilizwe; 
exports	ezorhwebo eziphumayo; 
expose	tyhila;  velisa; 
exposed	tyhila;  velisa; 
exposure	utyhileko; 
expressed	 xelile;  ukubonisa ngamazwi; 
expression	 ubalo; imbonakalo;  inkupho; 
expressions	 iimbonakalo; ubalo;  inkupho; 
expressly	 ngokucacileyo; kanye; 
extend	 andisa; yandisa; 
extended	 andisa; yandisa; 
extending	 andisa; yandisa; 
extends	 andisa; yandisa; 
extension	ubukho; 
extensive	isoluli; 
extent	indima; 
external	ngaphandle; 
extra	ngaphezu;  isongezo; 
extract	 isicatshulwa;  incindi;  ukukhupha izinyo; ukukhupha; 
extraordinary	ngokungaqhelekanga; 
extremely	ngokugabadeleyo; ngokugqithileyo; 
eye	 intunja; iliso; 
eyes	amehlo; 
face	 umphezulu;  ubuso;  umphandle welaphu; imbonakalo; 
faced	 umphezulu;  ubuso;  umphandle welaphu; imbonakalo; 
faces	iimbuso;  imiphezulu; iimbonakalo;  umphandle welaphu; 
facie	uluvo; 
facilitate	 ukulungisela; ukubhexesha; 
facilitated	 ubhexeshile; ulungiselele; 
facilitates	ulungisela;  ubhexesha; 
facilitating	 ukulungisela; ukubhexesha; 
facilitation	ulungiselelo; 
facilities	amancedo; 
facility	useko; 
facing	ukujongana; 
facsimile	umfanekiso; 
fact	 inqaku; inyaniso; 
factor	imeko;  inani elingena kwelinye;  unobangela; 
factors	iimeko; iifekta;  oonobangela;  amanani angena kwamanye; 
factory	 umzi-mveliso; ifektri; 
facts	 iinyaniso; amanqaku; 
fail	ukungaphumeleli;  ukuwa phantsi; 
failed	 uwe phantsi; akaphumelelanga; ufeyilishile; 
failing	ukungaphumeleli;  ukufeyilisha;  ukuwa phantsi; 
fails	uyafeyilisha; akaphumeleli;  uwa phantsi; 
failure	ukungaphumeleli; 
failures	ukungaphumeleli; 
fair	ngobulungisa; 
fairly	ngokulungileyo noko; 
fairness	ubulungisa; 
faith	ukholo; 
fall	ukuwa; 
fallen	uwile; 
falling	ukuhla; 
falls	uyawa; 
families	 iindidi; iintsapho; 
family	 ezihlobo lunye; usapho;  udidi; 
famous	ukuduma; 
fan	 ifeni; isiniki-moya; 
fans	 iziniki-moya; iifeni; 
far	kude; 
farewell	 hamba kakuhle;  umbuliso; ndlela-ntle; 
farm	ifama;  iplazi;  lima; 
farmer	umfama; 
farmers	umfama; 
farming	ulimo; 
farms	 iplazi; iifama;  lima; 
fashion	isimbo;  ifashoni; 
fast	ukuzila; 
faster	ukuzila; 
father	utata; 
fathers	ootata; 
fault	 hlaba amadlala; idlala;  isiphene embaneni;  iingcamba ezaphukileyo; 
favorite	 into ethandwayo; into ekhethwayo; 
favorites	iintandokazi; 
favour	umsa; 
favourable	 ncedayo; amkelekayo;  lungeleyo; 
favourite	 into ethandwayo; into ekhethwayo; 
fax	ifeksi; 
faxed	ifeksiwe; 
fear	ukoyika; 
fears	ukoyika; 
feasibility	 ukuba nokwamkeleka; ukuba nokwenzeka; 
feature	uphawu;  elona nqaku liphambili; 
featured	uphawu;  elona nqaku liphambili; 
features	iimpawu;  uphawu; 
featuring	uphawu;  elona nqaku liphambili; 
federal	eyomanyano; 
federation	umanyano-zizwe; 
fee	umrhumo; 
feed	tyisa;  dlisa; 
feeds	dlisa;  tyisa; 
feel	ukuva; 
fees	imirhumo; 
fell	wile; 
fellow	 umfo; iqabane;  umlingane; 
felt	vile; 
female	owasetyhini;  -yimazi;  imazi; 
females	 -yimazi; abasetyhini;  ababhinqileyo; 
festival	umbhiyozo;  umbhiyozo weentsuku;  umgcobo; 
festivals	 imigcobo; imibhiyozo; 
festive	umsitho;  umbhiyozo;  itheko; 
fever	 ifiva; umkhuhlane; 
few	mbalwa; 
fewer	mbalwa; 
field	 inkampu; intsimi; 
fields	amasimi;  iinkampu; 
fifth	eyesihlanu; 
fifty	amashumi amahlanu; 
fight	ukulwa; 
fighter	 inqwelomoya yokuhlasela; umlwi; 
fighters	abalwi;  iinqwelomoya zokuhlasela; 
fighting	ukulwa; 
figure	 isafobe; umnwe;  umzobo; 
figures	izafobe; imizobo; 
file	 gudisa;  ifayili; ifili; 
filed	 ifayiliwe; gudisiwe; ifili;  ; 
files	 gudisa; ifili;  iifayili; 
filing	ukufayila; gudisa; 
fill	 hluthisa; gcwalisa; zalisa; 
filled	gcwalisiwe; zalisiwe;  hluthisiwe; 
filling	intlama; 
film	isigqumi; 
filmmakers	abenzi bemiboniso-bhanyabhanya; 
filmmaking	ukwenza ifilimu; 
films	imiboniso-bhanyabhanya;  izigqumi; 
finalisation	ugqibezelo; 
finalise	gqibezela; 
finalised	gqibezele; 
finalising	ukugqibezela; 
finally	ekugqibeleni; 
finance	imali;  ezemali;  ukuxhasa ngemali; 
financed	imali;  ezemali;  ukuxhasa ngemali; 
finances	imali;  ezemali;  ukuxhasa ngemali; 
financial	ezemali; 
financially	ngokwezemali; 
financing	imali;  ezemali;  ukuxhasa ngemali; 
find	fumana; 
finding	isiphumo; 
findings	iziphumo; 
finds	fumana; 
fine	isohlwayo;  lilihle;  sulungeka;  isiphelo; 
fines	 iziphelo; isohlwayo;  lilihle; udliwo;  sulungeka; 
finest	isohlwayo; Eyona intle;  lilihle;  sulungeka;  isiphelo; 
fingerprints	izinyatheliso zomnwe; 
fire	umlilo; 
firearm	umpu; 
firearms	imipu; 
firm	 -qinile; eqinileyo; 
firmly	 ngokomeleleyo; ngokuqinileyo; 
firms	 -qinile; eqinileyo; 
first	okokuqala; 
firstly	okokuqala; 
fiscal	emali kaRhulumente; 
fish	intlanzi; 
fisheries	ishishini leentlanzi; 
fishing	ukuloba;  ulobo lweentlanzi; 
fit	ukuphila; 
fitting	ukulingana; 
five	isihlanu; 
five-year	iminyaka emihlanu; 
fixed	lungisiwe; 
flag	iflegi;  ibhanile; 
flags	 iiflegi; iibhanile; 
flagship	into ebalulekileyo;  inqanawa ebalulekileyo; 
flame	idangatye; 
flexibility	ubumvoco; 
flexible	epetyepetye; 
flood	isikhukula;  zalisa ngamanzi; 
floods	 isikhukula; zalisa ngamanzi; 
floor	 isibelekana; umgangatho;  umzantsi; 
flora	 izihluma; uhlaza; 
flow	ukumpompoza; 
flower	intyatyambo; 
flows	ukumpompoza; 
fly	 impukane; bhabha; 
flying	ukubhabha; 
focused	gqalisela;  ukugqalanisa; 
focuses	gqalisela;  ukugqalanisa; 
focusing	gqalisela;  ukugqalanisa; 
follow	ukulandela; 
follow-up	ukulandelela; 
followed	ukulandelwa; 
following	-landelayo; 
follows	ilandela; 
food	ukutya; 
foot	unyawo; 
football	ibhola; 
footsteps	izingqi; 
for	ukwenzela; 
force	 ukunyanzela; amandla; 
forced	nyanzelwe; 
forces	 izinyanzelo; amandla; 
forebears	ookhokho; 
forefront	umphambili; 
foreign	 elinye ilizwe; yelinye ilizwe; 
foreigner	 umphambukeli; umntu welinye ilizwe; 
foreigners	 abantu belinye ilizwe; abaphambukeli; 
forensic	eyasenkundleni; 
forest	ihlathi; 
forestry	ulwazi-mahlathi; 
forests	amahlathi; 
forever	ngonaphakade; 
forfeit	lahlekelwa; 
forfeited	lahlekelwa; 
forfeiture	ukulahlekelwa; 
forged	 sayine ngenkohliso; ukudibanisa ngomlilo; khandile; 
forget	ukulibala; 
form	 isitulo eside;  ukuyila;  bumba;  imo;  imilo; ifomu; 
formal	ngokwasemthethweni; 
formally	ngokusemthethweni;  ngokusesikweni; 
format	 ukumila; ukwakheka; 
formation	 uyilo;  ihlelo labadlali; ukubumba; 
formations	 iziyilo;  amahlelo abadlali; izintlu zeemilo ezenziwa ngabadanisi; izakhiwo; 
formed	 isitulo eside;  ukuyila;  bumba;  imo;  imilo; ifomu; 
former	yangaphambili; 
formerly	 yamandulo; ngaphambili; 
forms	 ukuyila; imo;  imilo;  izimo;  iifomu;  izitulo ezide; 
formula	iformula; 
formulation	 uyilo; ukwakheka; 
forth	 ukususela ngoku; njalo; 
forthcoming	ezayo; 
forthwith	 kamsinya; kwangoko;  kwangoku; 
forum	iqonga; 
forums	amaqonga; 
forward	phambili;  thumela; 
forwarded	thumele; 
foster	ukukhuthaza; 
fostering	ukukhuthaza; 
fought	ukulwa; 
found	misa; 
foundation	isiseko; 
foundations	iziseko; 
founded	misa; 
founder	umseki; 
founding	misa; 
four	isine; 
fourth	 owesine; eyesine; 
frame	isakhelo;  uphahla; 
framework	inkqubo-sikhokelo;  uphahla; 
frameworks	amaphahla; iinkqubo-sikhokelo; 
franchise	 amalungelo obumi; ilungelo lokuvota; 
fraternity	ubuzalwane; 
fraud	 inkohliso; ubumenemene; 
fraudulent	nobuqhophololo; 
free	khululekile; 
freed	khululwe; 
freedom	inkululeko;  ukushukuma ngokukhululekileyo; 
freedoms	 ukushukuma ngokukhululekileyo; iinkululeko; 
freely	ngokukhululekileyo; 
freight	umthwalo;  impahla ethuthwa yinqanawa, uloliwe okanye inqwelo-moya; 
frequency	ukuphinda-phinda;  isitishi samaz'omoya; 
frequently	rhoqo; 
fresh	 tsha; pholileyo;  qaqambile; hlaziyekile; 
friend	umhlobo; 
friendly	ngobuhlobo; 
friends	abahlobo; 
friendship	ubuhlobo; 
from	 isuka; ivela; 
front	umphambili; 
fruit	iziqhamo; 
fruitful	enempumelelo;  eneziqhamo; 
fuel	 izibaso; amafutha; 
fuels	 izibaso; amafutha; 
fulfil	feza;  zalisekisa; 
fulfilling	 zalisekisayo; fezayo; 
full	ezeleyo; 
full-time	isigxina;  ixesha lonke; 
fully	ngokupheleleyo; 
function	 umsebenzi othile; umsebenzi;  sebenza;  isiphumo sentsebenziswano yamanani; 
functional	esebenzayo; 
functionality	isakhono sokusebenza; 
functioning	 umsebenzi othile; umsebenzi wamaqhosha ekhompyutha; umsebenzi;  sebenza;  isiphumo sentsebenziswano yamanani; 
functions	 imisebenzi ethile; imisebenzi yamaqhosha ekhompyutha; imisebenzi;  iziphumo sentsebenziswano yamanani;  sebenza; 
fund	ingxowa-mali; 
fundamental	isiseko; 
fundamentally	ngokwesiseko; 
funded	ingxowa-mali; 
funding	ingxowa-mali; 
funds	iingxowamali; 
funeral	umngcwabo; 
furnish	 ukuxhobisa ngempahla; ukufaka impahla; 
furnished	ifakwe impahla;  ixhotyiswe ngempahla; 
furniture	 imphala yendlu; ifenitshala; 
further	 ngaphezu koko; ngaphaya; 
furthermore	ngaphaya koko; 
future	 ixesha eliya kuza;  ixesha elizayo; ixesha eliza kuza; 
gain	inzuzo;  ukuzuza; 
gained	inzuzo;  ukuzuza; 
gains	iinzuzo;  ukuzuza; 
gala	umsitho; 
galleries	isakhiwo sokubonisa ngobugcisa; iigalari; 
gallery	 igalari; isakhiwo sokubonisa ngobugcisa; 
gamble	ukugembula; 
gambling	ukugembula; 
game	 iinyamakazi; umdlalo;  iinyamakazi neentaka ezizingelwayo; 
games	imidlalo yokudibanisa; 
gap	isikhewu; 
gaps	izikhewu; 
garden	isitiya; 
gardens	izitiya; 
garnishee	ukuthinjelwa ukwanelisa ibango; 
gas	igesi; 
gateway	isango; 
gather	ukuhlangana; 
gathered	ukuhlangana; 
gathering	intlanganiso; 
gave	nikile; 
gazette	igazethi; 
gear	igiye; 
geared	igiye; 
gender	isini; 
gender-based	ngokusekelwe kwisini; 
general	ngokubanzi;  injengele; 
generally	ngokubanzi; 
generate	velisa; 
generated	velisa; 
generating	velisa; 
generation	imveliso;  isizukulwana; 
generations	 izizukulwana; iimveliso; 
genres	iindidi zobugcisa; 
gentlemen	amanene; 
geographic	eyejografi; 
geographical	okwemimandla;  ngokwejografi; 
geography	 ijografi;  inzululwazi ngezelizwe; ezelizwe; 
get	fumana; 
gets	ufumana; 
getting	ukufumana; 
giant	 isigebenga; ingxilimbela;  izim; 
gift	isipho;  isiphiwo; 
girl	intombazana; 
girls	amantombazana; 
give	nika; 
gives	unika; 
giving	ukunika; 
glad	vuya; 
glass	iglasi; 
global	 izwelonke; kwehlabathi; 
globally	ilizwe jikelele; 
globe	ingqukuva;  iglobhu;  ilizwe jikelele; 
glory	uzuko; 
go	hamba; 
goal	 inqaku; injongo; 
goals	 amanqaku; iinjongo; 
goes	uyahamba; 
going	ukuhamba; 
gold	igolide; 
golden	eyegolide; 
gone	uhambile; 
good	ilungile; 
goods	 iimveliso; impahla; 
google	ugoogle; 
gore	 ihlwili;  ukugwaza; ukubhovula;  ukuhlaba; 
gospel	 umculo wenkolo; umculo wezenkolo; 
got	fumene; 
govern	ukulawula;  lawula; 
governance	ulawulo; 
governed	ukulawula;  lawula; 
governing	ukulawula; 
government	urhulumente; 
government's	ekarhulumente; 
governments	oorhulumente; 
governor	irhuluneli; 
governors	iirhuluneli; 
grace	ufefe; 
grade	isigaba;  ihlelo;  ukuhlela; 
grades	iigreyidi;  amabanga;  izigaba; ukuhlela; 
grading	ukuhlela; 
gradually	kuhle; 
graduate	indanga;  fumana isidanga; 
graduates	izidanga;  fumana isidanga; 
grand	 ebalaseleyo; enkulu; 
granted	nikwe isibonelelo;  nikwe uncedo ; 
granting	Ukunika isibonelelo; uncedo ngemali; 
grants	izibonelelo; 
graphic	Eyokuzoba; 
grass	ingca; 
grassroots	amaxhwitha-ntamo; 
grateful	anombulelo; 
gratitude	umbulelo; 
grave	ingcwaba; 
graves	amangcwaba; 
great	nkulu; phakamileyo; 
greater	nkulu kune-; phakeme kune-; 
greatest	eyona iphakamileyo;  eyona inkulu; 
greatly	kakhulu; 
green	 yenza luhlaza; luhlaza; 
greetings	imibuliso; 
grew	 ukutyala; ukukhula; 
grind	ukusila;  ukuguba; 
gross	 iidazini ezilishumi elinambini; ewonke; 
ground	ukusila;  ukuguba; 
ground-breaking	ukuqalisa; 
groundbreaking	ukuqalisa; 
grounds	izizathu;  amabala; 
group	 amanani angamaqela ngokuzalana; misa ngokwamaqela; 
groups	amaqela; 
grow	 ukutyala; ukukhula; 
growing	 ukutyala; ukukhula; 
grown	 ukutyala; ukukhula; 
growth	 iqhuma; ukukhula; 
guarantee	isiqinisekiso; 
guaranteed	qinisekisiwe; 
guarantees	iziqinisekiso; 
guard	 abalindi; umlindi; 
guardian	umgcini;  umlondolozi; 
guest	undwendwe; 
guests	undwendwe; 
guidance	inkokelo; 
guide	isikhokelo;  khokela; 
guided	khokhelwe; isikhokelo; Khokhelwe;  khokela; 
guideline	isikhokelo; 
guidelines	izikhokelo; 
guides	 abakhokeli; izikhokelo+D945; abakhokeli;  khokela; 
guiding	isikhokelo;  ukukhokhela; ukukhokhela;  khokela; 
guilt	isazela; 
guilty	ukuba netyala; 
gun	umpu; 
had	ubenayo; 
hail	isichotho; 
hailed	isichotho; 
hails	isichotho; 
half	isiqingatha; 
hall	iholo; 
hand	isandla;  usiba; 
handed	isandla;  usiba; 
handing	isandla;  usiba; 
handled	iphethwe; 
handling	ukuphatha; 
handover	nikezela; 
hands	 iintsiba; izandla; 
happen	ukwenzeka; 
happened	kwenzekile; 
happening	ukwenzeka; 
happens	kuyenzeka; 
happy	ukonwaba;  ikhaya elonwabileyo; 
harassment	 intshutshiso; ubandezelo;  ukukhathaza; ukuhlupha; 
hard	lukhuni; 
hare	umvundla; 
harm	umonakalo;  enzakalisa; 
harmful	inobungozi;  -nengozi; 
harmony	 ukuvana; imvisiswano;  ungqinelwano-zandi; 
has	unayo; 
hatred	inzondo; 
have	unayo; 
having	ukuba nayo; 
hazardous	enengozi; 
he	yena; 
head	intloko; 
headed	ikhokelwe; 
heading	intloko;  isihloko; 
headline	inqaku eliphambili; 
headlines	amanqaku aphambili; 
heads	iintloko; 
heal	ukuphila; 
healing	 ukuphilisa; ukunyanga; 
health	impilo; 
healthcare	inkathalelo yempilo; 
healthy	philileyo; 
hear	yiva; 
heard	vile; 
hearing	 ukuva; uvavanyo; 
hearings	iimvavanyo; 
hears	uyeva; 
heart	 umbindi welizwe;  intliziyo; iziko; 
heavy	enzima; 
hectare	ihektare; 
hectares	iihektare; 
height	 umphakamo; ubude;  ukuphakama; 
heights	imiphakamo; 
held	qulatha; 
help	uncedo; 
helped	ncedile; 
helping	ukuphinda; 
helps	unceda; 
hence	 ngoko ke; kususela ngoku;  kusukela ngoku; 
her	yena; 
heraldry	inzululwazi ngeembasa; 
here	apha; 
hereby	ngokwenjenje; 
hereinafter	emva koku; 
heritage	ilifa;  amafa emveli;  ilifa lemveli; 
hero	igorha;  iqhawe; 
heroes	 amagorha; amaqhawe; 
heroine	iqhawekazi; 
heroines	amaqhawekazi; 
herself	ngokwakhe; 
hi	molo; 
hidden	isikhumba; 
hide	isikhumba; 
hierarchies	izintlu zobukhulu; 
high	iphakamile; 
high-level	umphakamo ophezulu; 
higher	phezulu; 
highest	iphakamile; 
highlighted	dontsa amehlo; 
highlights	dontsa amehlo; 
highly	kakhulu; 
hill	induli; 
hills	iinduli; 
him	yena; 
himself	ngokwakhe; 
